"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"vital-events","BIRTHS","BIRTHS","INDIGENOUS_CODE_CHILD","integer",3339,0,0,4,"1 / 1 / 1 / 1 / 4","1; 2; 3; 4","matched PLIDA variable metadata","Indigenous Status of Child","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","INDIGENOUS_CODE_FATHER","integer",3339,0,0,4,"1 / 1 / 1 / 1 / 4","1; 2; 3; 4","matched PLIDA variable metadata","Indigenous Status of Father","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","INDIGENOUS_CODE_MOTHER","integer",3339,0,0,4,"1 / 1 / 1 / 1 / 4","1; 2; 3; 4","matched PLIDA variable metadata","Indigenous Status of Mother","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","MONTH_BIRTH_MOTHER","integer",3339,0,0,12,"1 / 3 / 6 / 9 / 12","1; 10; 11; 12; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Month of birth of Mother","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","MULTI_BIRTH_FLAG","character",3339,0,0,2,"N=3248; Y=91","N; Y","matched PLIDA variable metadata","Multiple Birth Flag","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","PATERNITY","character",3339,0,0,2,"1=3170; 0=169","1; 0","matched PLIDA variable metadata","Paternity Flag","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","PERSON_FLAG","character",3339,0,0,1,"Child=3339","Child","matched PLIDA variable metadata","Identifies if address relates to Child, Parent 1, or Parent 2","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","PLURALITY","integer",3339,0,0,3,"1 / 1 / 1 / 1 / 3","1; 2; 3","matched PLIDA variable metadata","Birth Order and Plurality","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","REG_STATE","integer",3339,0,0,8,"1 / 1 / 2 / 3 / 8","1; 2; 3; 4; 5; 6; 7; 8","matched PLIDA variable metadata","State/Territory of Birth Registration","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","REG_YEAR","integer",3339,0,0,101,"1922 / 1962 / 1982 / 2000 / 2022","","matched PLIDA variable metadata","Year of Birth Registration","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","RESIDENCE_MONTHS_FATHER","integer",3339,0,0,37,"192 / 336 / 384 / 432 / 624","","matched PLIDA variable metadata","Father's Period of Residence in Australia (in Months)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","RESIDENCE_MONTHS_MOTHER","integer",3339,0,0,34,"180 / 312 / 360 / 396 / 576","","matched PLIDA variable metadata","Mother's Period of Residence in Australia (in Months)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","RESIDENCE_YEARS_FATHER","integer",3339,0,0,37,"16 / 28 / 32 / 36 / 52","","matched PLIDA variable metadata","Father's Period of Residence in Australia (in Years)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","RESIDENCE_YEARS_MOTHER","integer",3339,0,0,34,"15 / 26 / 30 / 33 / 48","","matched PLIDA variable metadata","Mother's Period of Residence in Australia (in Years)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","SYNTHETIC_AEUID","character",3339,0,0,3339,"692D10000001=1; 692D10000002=1; 692D10000004=1; 692D10000005=1; 692D10000006=1; 692D10000007=1; 692D10000008=1; 692D1000000A=1; 692D1000000B=1; 692D1000000C=1; 692D1000000D=1; 692D1000000E=1","692D10000001; 692D10000002; 692D10000004; 692D10000005; 692D10000006; 692D10000007; 692D10000008; 692D1000000A; 692D1000000B; 692D1000000C; 692D1000000D; 692D1000000E; 692D1000000F; 692D10000011; 692D10000012; 692D10000014; 692D10000015; 692D10000016; 692D10000017; 692D10000018; 692D1000001A; 692D1000001D; 692D1000001E; 692D1000001F; 692D10000020; 692D10000022; 692D10000024; 692D10000025; 692D10000026; 692D10000029","matched PLIDA variable metadata","Synthetic MADIP Person ID | Synthetic id of individual person on dataset","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_IEO_DECILE_MOTHER","integer",3339,0,0,10,"1 / 3 / 5 / 8 / 10","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Mother's Index of Education and Occupation of Usual Residence (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_IER_DECILE_MOTHER","integer",3339,0,0,10,"1 / 3 / 6 / 8 / 10","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Mother's Index of Economic Resources of Usual Residence (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_IRSAD_DECILE_MOTHER","integer",3339,0,0,10,"1 / 3 / 5 / 8 / 10","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Mother's Index of Relative Socio-Economoic Advantage and Disadvantage of Usual Residence (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_IRSD_DECILE_MOTHER","integer",3339,0,0,10,"1 / 3 / 6 / 8 / 10","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Mother's Index of Re;atove Spcop-Economic Disadvantage of Usual Residence (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_RA_MOTHER","integer",3339,0,0,5,"1 / 1 / 1 / 2 / 5","1; 2; 3; 4; 5","matched PLIDA variable metadata","Mother's Remoteness Area (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","URES_STATE_MOTHER","integer",3339,0,0,8,"1 / 1 / 2 / 3 / 8","1; 2; 3; 4; 5; 6; 7; 8","matched PLIDA variable metadata","Mother's State of Usual Residence (and child)","plidage-births-2006-latest","","",""
"vital-events","BIRTHS","BIRTHS","YEAR_BIRTH_MOTHER","integer",3339,0,0,115,"1886 / 1933 / 1952 / 1971 / 2003","","matched PLIDA variable metadata","Year of birth of Mother","plidage-births-2006-latest","","",""
"vital-events","DEATHS","DEATHS","BIRTH_PLACE","integer",54,0,0,2,"0 / 0 / 0 / 1 / 1","0; 1","matched PLIDA variable metadata","Country of birth","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
"vital-events","DEATHS","DEATHS","CERTIFIER","character",54,0,0,2,"D=42; C=12","D; C","matched PLIDA variable metadata","Certifier Type | Certifier type","madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","DEATH_AGE","integer",54,0,0,36,"7.0 / 64.5 / 77.5 / 82.0 / 99.0","","matched PLIDA variable metadata","Deceased age at death","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
"vital-events","DEATHS","DEATHS","DEATH_DAY","integer",54,0,0,25,"1.00 / 9.25 / 14.00 / 18.75 / 28.00","","matched PLIDA variable metadata","Day of Death | Day of death","madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","ENTITY_CODES","character",54,0,0,49,"G47=2; G47|R09=2; I25=2; I25|E78=2; I50=2; E66|E66|E66=1; E66|I10|I48|I10|E11=1; E66|I48|E66=1; E66|N18=1; E78|I48|I25|I50=1; F03|J44|J96|R09=1; F03|J96=1","G47; G47|R09; I25; I25|E78; I50; E66|E66|E66; E66|I10|I48|I10|E11; E66|I48|E66; E66|N18; E78|I48|I25|I50; F03|J44|J96|R09; F03|J96; F03|N18; G47|J96|I10|I10; G47|R09|N18|I48|E66; I10|E78|R09|J96; I10|I48; I10|I50|I50|M81; I10|N18|E78|I25; I25|G47|I48; I25|G47|J44|K21|E78; I25|I25|R09|I10|M81; I25|K21|R09|E78; I48|E66|I10; I48|G47|E11|G47; I50|E11|I25|F03; I50|G47; I50|I25|K21|E11|J44; I50|J44; J44|M81|G47|E78","no PLIDA metadata match by dataset+variable","","","","",""
"vital-events","DEATHS","DEATHS","INDIGENOUS_STATUS","integer",54,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Deceased Indigenous status | Indigenous status","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","MARITAL_STATUS","integer",54,0,0,4,"1 / 2 / 3 / 4 / 4","1; 2; 3; 4","matched PLIDA variable metadata","Marital status","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
"vital-events","DEATHS","DEATHS","MONTH_OF_DEATH","integer",54,0,0,12,"1.0 / 5.0 / 7.5 / 10.0 / 12.0","1; 10; 11; 12; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Month of death","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
"vital-events","DEATHS","DEATHS","PLACE_OF_DEATH","integer",54,0,0,4,"1 / 1 / 1 / 2 / 4","1; 2; 3; 4","matched PLIDA variable metadata","Deceased Place of Death | Place of Death","madipge-death-d-cause-of-death-2019","","",""
"vital-events","DEATHS","DEATHS","RECORD_AXIS_COUNT","integer",54,0,0,5,"1 / 2 / 3 / 4 / 5","1; 2; 3; 4; 5","matched PLIDA variable metadata","Record axis count","madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","REFERENCE_YEAR","integer",54,0,0,2,"2020 / 2020 / 2021 / 2021 / 2021","2020; 2021","matched PLIDA variable metadata","The year (calendar or financial) that the information on the record relates to","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
"vital-events","DEATHS","DEATHS","REG_STATE","integer",54,0,0,8,"1.00 / 1.00 / 2.00 / 3.75 / 8.00","1; 2; 3; 4; 5; 6; 7; 8","matched PLIDA variable metadata","State/Territory of registration | State of registration","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","REMOTENESS_AREA_2021","integer",54,0,0,5,"1 / 1 / 1 / 2 / 5","1; 2; 3; 4; 5","matched PLIDA variable metadata","Remoteness area","madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","SEIFA_IRSAD_DEC_2021","integer",54,0,0,10,"1 / 3 / 5 / 7 / 10","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Seifa irsad decile","madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","SEIFA_IRSD_DEC_2021","integer",54,0,0,10,"1.00 / 3.25 / 5.00 / 8.00 / 10.00","1; 10; 2; 3; 4; 5; 6; 7; 8; 9","matched PLIDA variable metadata","Seifa irsd decile","madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","SEX","character",54,0,0,2,"F=28; M=26","F; M","matched PLIDA variable metadata","Sex","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","SYNTHETIC_AEUID","character",54,0,0,54,"692D10000062=1; 692D1000006C=1; 692D10000097=1; 692D100000BB=1; 692D100000F0=1; 692D100000F4=1; 692D1000012A=1; 692D10000139=1; 692D10000185=1; 692D1000018D=1; 692D100001BE=1; 692D100001BF=1","692D10000062; 692D1000006C; 692D10000097; 692D100000BB; 692D100000F0; 692D100000F4; 692D1000012A; 692D10000139; 692D10000185; 692D1000018D; 692D100001BE; 692D100001BF; 692D100001D9; 692D10000230; 692D10000231; 692D1000024C; 692D10000282; 692D10000339; 692D100003B0; 692D100003C9; 692D100003CC; 692D10000466; 692D100005A1; 692D100005D0; 692D100005F1; 692D1000075D; 692D100007A7; 692D10000845; 692D1000085A; 692D10000927","matched PLIDA variable metadata","Synthetic id of individual person on dataset | Synthetic MADIP Person ID","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","UCOD","character",54,0,0,17,"F03=8; C34=6; I25=5; E11=4; J44=4; C18=3; C25=3; G30=3; I10=3; I63=3; C50=2; C61=2","F03; C34; I25; E11; J44; C18; C25; G30; I10; I63; C50; C61; I50; N18; W19; C16; J18","matched PLIDA variable metadata","Underlying cause of death","madip-ge-050102d-deaths-causeofdeath2007-2007 | madip-ge-050104d-deaths-causeofdeath2008-2008 | madip-ge-050106d-deaths-causeofdeath2009-2009 | madip-ge-050108d-deaths-causeofdeath2010-2010 | madip-ge-050110d-deaths-causeofdeath2011-2011 | madip-ge-050112d-deaths-causeofdeath2012-2012 | madip-ge-050114d-deaths-causeofdeath2013-2013 | madip-ge-050116d-deaths-causeofdeath2014-2014 | madip-ge-050118d-deaths-causeofdeath2015-2015 | madip-ge-050120d-deaths-causeofdeath2016-2016 | madip-ge-050122d-deaths-causeofdeath2017-2017 | madip-ge-050124d-deaths-causeofdeath2018-2018 | madipge-death-d-cause-of-death-2019 | madipge-death-d-cause-of-death-2020 | madipge-death-d-cause-of-death-2021 | madipge-death-d-cause-of-death-2022 | madipge-death-d-cause-of-death-2023 | madipge-death-d-cause-of-death-2024","","",""
"vital-events","DEATHS","DEATHS","YEAR_OF_DEATH","integer",54,0,0,2,"2020 / 2020 / 2021 / 2021 / 2021","2020; 2021","matched PLIDA variable metadata","Year of death","madip-ge-050101d-deaths-deathregistrations2007-2007 | madip-ge-050103d-deaths-deathregistrations2008-2008 | madip-ge-050105d-deaths-deathregistrations2009-2009 | madip-ge-050107d-deaths-deathregistrations2010-2010 | madip-ge-050109d-deaths-deathregistrations2011-2011 | madip-ge-050111d-deaths-deathregistrations2012-2012","","",""
