"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"MBS","2020","MBSCAT","integer","1 / 1 / 4 / 6 / 8","1; 2; 3; 4; 5; 6; 7; 8","MBSCAT","The categories which represent the service events within the mbs  as represented by a code. | MBS category","direct_plida_dataset_variable","official_mbs_classification_structure_local_lookup_values","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","MBS classification specifications define Category, Group, Subgroup and SubHeading fields and their hierarchy; generated values are from the local MBS item lookup, not an independently audited official distribution.","Variable concept is anchored to official schedule/classification material; observed generated frequencies come from local sampling over the packaged lookup.","Pin the exact official schedule/lookup release and add tests that item/classification values stay within that lookup."
"MBS","2020","MBSGROUP","character","A40=9723; P7=5967; P2=5142; T8=4658; C1=3632; P4=2811; A7=2767; P3=2320; D1=2166; A15=2014; P1=1784; A24=1775","A40; P7; P2; T8; C1; P4; A7; P3; D1; A15; P1; A24; A8; I1; I3; M18; I5; A10; I4; A21; P9; P5; A36; T10; A35; P10; P6; M7; I2; A31","MBSGROUP","The groups which represent the service events within the mbs  as represented by a code. | MBS group","direct_plida_dataset_variable","official_mbs_classification_structure_local_lookup_values","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","MBS classification specifications define Category, Group, Subgroup and SubHeading fields and their hierarchy; generated values are from the local MBS item lookup, not an independently audited official distribution.","Variable concept is anchored to official schedule/classification material; observed generated frequencies come from local sampling over the packaged lookup.","Pin the exact official schedule/lookup release and add tests that item/classification values stay within that lookup."
"MBS","2020","MBSSUBGROUP","character","=70074; 1=1690; 2=592; 4=399; 3=324; 5=306; 14=153; 12=125; 7=125; 6=101; 8=94; 17=74","; 1; 2; 4; 3; 5; 14; 12; 7; 6; 8; 17; 10; 16; 13; 9; 11; 15; 19; 20; 18","MBSSUBGROUP","The subgroups which represent the service events within the mbs  as represented by a code. | MBS subgroup","direct_plida_dataset_variable","official_mbs_classification_structure_local_lookup_values","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","MBS classification specifications define Category, Group, Subgroup and SubHeading fields and their hierarchy; generated values are from the local MBS item lookup, not an independently audited official distribution.","Variable concept is anchored to official schedule/classification material; observed generated frequencies come from local sampling over the packaged lookup.","Pin the exact official schedule/lookup release and add tests that item/classification values stay within that lookup."
"MBS","2020","NUMSERV","integer","1 / 1 / 1 / 1 / 4","1; 2; 3; 4","NUMSERV","The total number of medicare services that are provided by a registered medicare service provider for items in the mbs for which a claim has been processed. it does not include services which can only be claimed in conjunction with other items  such as bulk-billing incentive items and modifier items. | Number of services provided","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","RPDATE","Date","2019-10-04 to 2020-12-29","","RPDATE","Referral date. | Referring date","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","RPRPC","character","2606=41; 2607=41; 2603=38; 2613=34; 2601=33; 2609=32; 2608=31; 2602=30; 2618=30; 2611=29; 2600=28; 2614=27","2606; 2607; 2603; 2613; 2601; 2609; 2608; 2602; 2618; 2611; 2600; 2614; 2615; 2617; 2604; 2605; 2610; 2612; 2616; 2208; 2774; 2178; 2328; 2359; 2444; 2453; 2654; 3337; 2020; 2210","RPRPC","The australian numeric descriptor for a postal delivery area for an address. | Referring provider practice postcode","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","RPRPRAC","character","P827487=531; P191628=520; P408735=513; P964766=513; P544128=511; P537699=509; P143607=501; P950432=500; P982430=500; P309215=496; P540954=496; P160709=493","P827487; P191628; P408735; P964766; P544128; P537699; P143607; P950432; P982430; P309215; P540954; P160709; P221558; P756565; P270679; P779898; P312043; P700764; P725255; P818166; P107264; P328551; P267536; P391267; P977944; P780261; P316912; P514925; P056373; P319429","RPRPRAC","A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment. | Referring provider practice location ID","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","SCHEDFEE","numeric","1.60 / 50.95 / 114.65 / 276.30 / 8000.00","","SCHEDFEE","The fee listed in the mbs for each approved medical service  expressed in australian dollars. | Schedule fee","direct_plida_dataset_variable","official_mbs_schedule_anchor_local_lookup_distribution","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","MBS Online downloads provide official MBS item/schedule material. Current fplida values come from local mbs_item_lookup.csv; generated frequencies are synthetic.","Variable concept is anchored to official schedule/classification material; observed generated frequencies come from local sampling over the packaged lookup.","Pin the exact official schedule/lookup release and add tests that item/classification values stay within that lookup."
"MBS","2020","SCRAM_RPR","character","RPR4F21F61D=288; RPR6AA7BD98=270; RPR1B7400AC=269; RPR44F6BE2D=264; RPR63E8C5D3=264; RPR6650E9AA=264; RPR77F2CF36=264; RPR0A7099B0=263; RPR7159373A=263; RPR002DA8AF=260; RPR732D2B72=259; RPR4CCD1941=258","RPR4F21F61D; RPR6AA7BD98; RPR1B7400AC; RPR44F6BE2D; RPR63E8C5D3; RPR6650E9AA; RPR77F2CF36; RPR0A7099B0; RPR7159373A; RPR002DA8AF; RPR732D2B72; RPR4CCD1941; RPR743496F2; RPR0BEA98B9; RPR20EF31A9; RPR77808033; RPR7934D810; RPR3D16F12A; RPR61810C91; RPR3629102E; RPR2C8FD88B; RPR70BCF220; RPR4411C149; RPR6EFEFC41; RPR60486EE2; RPR0E6A2140; RPR63242174; RPR6D577931; RPR1166D0D5; RPR223AEFEB","SCRAM_RPR","A unique numeric identifier for a medicare service provider who requested further care  services or treatment. | Referring provider ID - scrambled","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","SCRAM_SPR","character","SPR0D3C2C3D=806; SPR049400B8=805; SPR4AA68CE4=805; SPR6C5B5A98=801; SPR7BAB7A52=799; SPR6C71EF9D=792; SPR6A7341B1=788; SPR59B26A0F=786; SPR456CE39E=784; SPR07643E83=783; SPR471F6DB6=783; SPR46AA0C27=782","SPR0D3C2C3D; SPR049400B8; SPR4AA68CE4; SPR6C5B5A98; SPR7BAB7A52; SPR6C71EF9D; SPR6A7341B1; SPR59B26A0F; SPR456CE39E; SPR07643E83; SPR471F6DB6; SPR46AA0C27; SPR5CAD71CF; SPR37F5AA60; SPR4070344E; SPR397DD7AF; SPR793C7E9D; SPR1B9E6247; SPR4E2AF743; SPR28CFC641; SPR296DD3E0; SPR5D04271F; SPR6C077EF7; SPR4693B18A; SPR273761F0; SPR67FC6EF3; SPR7E9B6C09; SPR7069C631; SPR0DAA6EF8; SPR136DFEF5","SCRAM_SPR","A unique numeric identifier for the medicare service provider to facilitate the payment of patient/provider claims  stored as a number. | Service provider ID - scrambled","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
"MBS","2020","SPR_RSP","character","GP=26595; PAT=22287; RAD=5382; ORT=2035; OPH=1930; CAR=1654; URO=1539; PSY=1380; GAS=1315; NEU=1275; PSK=1068; GEN=926","GP; PAT; RAD; ORT; OPH; CAR; URO; PSY; GAS; NEU; PSK; GEN; DER; RHE; PHY; GYN; NUC; ONC; ENT; PLS; POD; OCC; AUD; DIE; SOC","SPR_RSP","The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty. | Service provider registered specialty","direct_plida_dataset_variable","direct_plida_metadata_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","Local PLIDA metadata defines service provider registered specialty. I did not find a public code table proving the generated specialty abbreviations; treat values as local generator evidence.","Generated domain/labels are observed local values; no public codebook evidence was found in this pass.","Find a public code table or keep guide wording as local-generator/PLIDA-metadata only."
"MBS","2020","SPRPC","character","2601=116; 2603=105; 2607=105; 2610=104; 2608=101; 2605=100; 2613=100; 2604=98; 2612=97; 2616=96; 2602=94; 2600=92","2601; 2603; 2607; 2610; 2608; 2605; 2613; 2604; 2612; 2616; 2602; 2600; 2606; 2609; 2614; 2618; 2615; 2611; 2617; 2955; 2688; 2795; 2935; 2814; 2216; 2493; 2652; 2256; 2679; 2727","SPRPC","The australian numeric descriptor for a postal delivery area for an address. | Service provider practice postcode","direct_plida_dataset_variable","direct_plida_metadata_public_collection_context_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.aihw.gov.au/about-our-data/our-data-collections/medicare-benefits-schedule-mbs | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/downloads | https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/81D3D41DCEAE03F0CA2581C60013304B/%24File/MBS%20Classification%20specifications%20effective%20November%202014.pdf","AIHW describes MBS as processed Medicare fee-for-service claims including benefits paid, patients and providers; local PLIDA metadata supplies the variable description; generated distributions are synthetic smoke-output evidence.","Variable concept is source-supported, but observed frequencies/quantiles are generated synthetic output, not official distribution evidence.","Keep generated distribution labelled synthetic unless calibrated against an official aggregate/statistical distribution."
