"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"A&T","A&T","START_DATE","Date","2006-04-25 to 2023-12-05","","START_DATE","Start date","direct_plida_dataset_variable","apprentice_public_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","DEWR sources support the Australian Apprenticeships program context and AVETMISS covers apprentice/trainee collections. This pass did not find a public A&T variable-level codebook proving the generated compact labels.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"A&T","A&T","STATE_ASGS_2021","integer","1 / 1 / 2 / 3 / 8","1; 2; 3; 4; 5; 6; 8","STATE_ASGS_2021","State (number)","direct_plida_dataset_variable","apprentice_public_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","DEWR sources support the Australian Apprenticeships program context and AVETMISS covers apprentice/trainee collections. This pass did not find a public A&T variable-level codebook proving the generated compact labels.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"A&T","A&T","STATUS","character","Completed=44; Cancelled=22; In Training=21; Expired=11","Completed; Cancelled; In Training; Expired","STATUS","Status of the wdo at the time the table was updated","direct_plida_dataset_variable","apprentice_public_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","DEWR sources support the Australian Apprenticeships program context and AVETMISS covers apprentice/trainee collections. This pass did not find a public A&T variable-level codebook proving the generated compact labels.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"A&T","A&T","SYNTHETIC_AEUID","character","AE3A0000001D=1; AE3A00000028=1; AE3A0000002A=1; AE3A00000084=1; AE3A000000CC=1; AE3A000000DD=1; AE3A000000E3=1; AE3A000000ED=1; AE3A000000FB=1; AE3A0000010E=1; AE3A0000013C=1; AE3A00000166=1","AE3A0000001D; AE3A00000028; AE3A0000002A; AE3A00000084; AE3A000000CC; AE3A000000DD; AE3A000000E3; AE3A000000ED; AE3A000000FB; AE3A0000010E; AE3A0000013C; AE3A00000166; AE3A000001D0; AE3A0000020D; AE3A00000225; AE3A0000023B; AE3A00000277; AE3A000002C9; AE3A0000035C; AE3A000003FC; AE3A000004A0; AE3A000004C3; AE3A000004E3; AE3A000004F1; AE3A000004F6; AE3A0000054D; AE3A00000563; AE3A0000059A; AE3A000005A4; AE3A000005E0","SYNTHETIC_AEUID","Synthetic id of individual person on dataset","direct_plida_dataset_variable","local_identifier_not_public_source_variable","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","This is a generated package linkage identifier, not an official public VET code distribution.","Generated identifier shape is observed local output; it is not an official public code distribution.","Keep this as a generated linkage identifier check; do not cite it as a public source variable."
"TVA","completions/2021","AGE","integer","all missing","","AGE","Age of respondent","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","ANZSCO_ID","character","all missing","","ANZSCO_ID","Identifies the type of occupation that may be expected for those undertaking a program of study.","direct_plida_dataset_variable","official_avetmiss_element_generated_subset_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","The AVETMISS data element definitions include the matching concept/code-list family for this field. The current generated values should be treated as a generated subset until each value is regression-tested against the official table.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","AT_SCHOOL_FG","character","all missing","","AT_SCHOOL_FG","Flags whether client is currently enrolled in secondary school.","direct_plida_dataset_variable","official_avetmiss_element_generated_subset_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","The AVETMISS data element definitions include the matching concept/code-list family for this field. The current generated values should be treated as a generated subset until each value is regression-tested against the official table.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","CLIENT_POSTCODE_DERIVED","character","all missing","","CLIENT_POSTCODE_DERIVED","Client postcode of residence","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","CLIENT_REMOTENESS_ID_DERIVED","integer","all missing","","CLIENT_REMOTENESS_ID_DERIVED","Client remoteness area (aria+) id","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","CLIENT_SEIFA_IRSD_QUINT_DRVD","integer","all missing","","CLIENT_SEIFA_IRSD_QUINT_DRVD","Client index of relative socio-economic disadvantage (irsd) id","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","CLIENT_STATE_RESIDENCE_DERIVED","integer","all missing","","CLIENT_STATE_RESIDENCE_DERIVED","Client state of residence id","direct_plida_dataset_variable","official_avetmiss_state_code_needs_format_tightening","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","AVETMISS state identifier values are two-character codes such as 01-08, plus 09 and 99. Current generated state values are numeric-style 1-8, so the concept is sourced but formatting needs tightening.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"TVA","completions/2021","COLLECTION_YR","integer","all missing","","COLLECTION_YR","Calendar year in which training activity occurred.","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","DATE_PROGRAM_COMPLETED","Date","all missing","","DATE_PROGRAM_COMPLETED","Date that qualification course or skill set was completed including any on-the-job component. | Date that qualification  course  or skill set was completed  including any on-the-job component.","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","GENDER_ID","integer","all missing","","GENDER_ID","Whether client self-identifies as male female or other (code). | Whether client self-identifies as male  female  or other (code).","direct_plida_dataset_variable","official_avetmiss_element_generated_subset_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","The AVETMISS data element definitions include the matching concept/code-list family for this field. The current generated values should be treated as a generated subset until each value is regression-tested against the official table.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","HEAD_OFFICE_POSTCODE","character","all missing","","HEAD_OFFICE_POSTCODE","Head office postcode","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","HEAD_OFFICE_STATE","integer","all missing","","HEAD_OFFICE_STATE","Head office state","direct_plida_dataset_variable","official_avetmiss_state_code_needs_format_tightening","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","AVETMISS state identifier values are two-character codes such as 01-08, plus 09 and 99. Current generated state values are numeric-style 1-8, so the concept is sourced but formatting needs tightening.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"TVA","completions/2021","HIGHEST_ED_LVL_ST","integer","all missing","","HIGHEST_ED_LVL_ST","The highest level of education including post-compulsory education a student had successfully completed before commencing training (code). | The highest level of education  including post-compulsory education  a student had successfully completed before commencing training (code).","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","HIGHEST_SCHL_LVL_ST","integer","all missing","","HIGHEST_SCHL_LVL_ST","Identifies the highest level of school the client has successfully completed (code).","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"TVA","completions/2021","LABOUR_FORCE_STATUS_ID","integer","all missing","","LABOUR_FORCE_STATUS_ID","Describes client's employment status (code).","direct_plida_dataset_variable","avetmiss_data_element_context_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.ncver.edu.au/research-and-statistics/collections/students-and-courses-collection/total-vet-students-and-courses | https://www.ncver.edu.au/rto-hub/what-is-avetmiss | https://www.ncver.edu.au/__data/assets/pdf_file/0022/62383/AVETMISS-Data-element-definitions-2_3-Nov-2022.pdf | https://www.dewr.gov.au/australian-apprenticeships","NCVER states Total VET is compiled under AVETMISS and the AVETMISS definitions document provides element definitions, formats and code lists. The generated value frequencies remain synthetic.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
