"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"AEDC","AEDC","SOC","numeric","2.19 / 5.11 / 6.81 / 8.36 / 10.00","","SOC","Social competence | Social competence domain score","direct_plida_dataset_variable","official_aedc_dictionary_variable_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC 2025 Data Dictionary is the official variable reference and covers variable descriptions, data collection, domain-score calculation and vulnerability measures. Generated scores/frequencies are local unless mapped to cycle-specific scoring tables.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"AEDC","AEDC","SOCCATEGORY","character","On track=93; At risk=41; Vulnerable=23","On track; At risk; Vulnerable","SOCCATEGORY","Vulnerable - social competence | Percentile distribution of scores in the social competence domain","direct_plida_dataset_variable","official_aedc_vulnerability_concept_generated_cutoffs_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC dictionary covers domain-score calculation and vulnerability measures, but this register did not verify the generator's 4.5/6.0 cutoffs against official cycle-specific scoring rules.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"AEDC","AEDC","SPECIALNEEDS","character","No=145; Yes=12","No; Yes","SPECIALNEEDS","Special needs status","direct_plida_dataset_variable","official_aedc_dictionary_variable_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC 2025 Data Dictionary is the official variable reference and covers variable descriptions, data collection, domain-score calculation and vulnerability measures. Generated scores/frequencies are local unless mapped to cycle-specific scoring tables.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"AEDC","AEDC","STATE","integer","1 / 1 / 2 / 3 / 8","1; 2; 3; 4; 5; 6; 7; 8","STATE","State or territory | The state or territory in which the child resides","direct_plida_dataset_variable","official_aedc_dictionary_variable_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC 2025 Data Dictionary is the official variable reference and covers variable descriptions, data collection, domain-score calculation and vulnerability measures. Generated scores/frequencies are local unless mapped to cycle-specific scoring tables.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence."
"AEDC","AEDC","SYNTHETIC_AEUID","character","60CB90000025=1; 60CB90000048=1; 60CB90000096=1; 60CB9000009D=1; 60CB900000E0=1; 60CB900000E7=1; 60CB900000F1=1; 60CB90000108=1; 60CB9000010A=1; 60CB900001AC=1; 60CB900001C4=1; 60CB900001CD=1","60CB90000025; 60CB90000048; 60CB90000096; 60CB9000009D; 60CB900000E0; 60CB900000E7; 60CB900000F1; 60CB90000108; 60CB9000010A; 60CB900001AC; 60CB900001C4; 60CB900001CD; 60CB900001F4; 60CB900001FB; 60CB90000232; 60CB90000248; 60CB900002B4; 60CB900002BB; 60CB900002BE; 60CB90000337; 60CB90000356; 60CB90000358; 60CB90000368; 60CB9000039B; 60CB900003A3; 60CB900003BA; 60CB900003C8; 60CB900003CF; 60CB900003FB; 60CB90000400","SYNTHETIC_AEUID","Synthetic MADIP Person ID","direct_plida_dataset_variable","local_identifier_not_public_source_variable","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","This is a generated package linkage identifier, not an official public Education code distribution.","Generated identifier shape is observed local output; it is not an official public code distribution.","Keep this as a generated linkage identifier check; do not cite it as a public source variable."
"HE","completions","COURSE_CODE","character","C000700027=1; C000900057=1; C000900061=1; C001000064=1; C001400101=1; C001400114=1; C001700058=1; C002100024=1; C002100043=1; C002400003=1; C002600092=1; C003100001=1","C000700027; C000900057; C000900061; C001000064; C001400101; C001400114; C001700058; C002100024; C002100043; C002400003; C002600092; C003100001; C003900054; C004300110; C004400105; C004600112; C005300080","COURSE_CODE","A code which uniquely identifies each course within a higher education/vet provider (provider)","direct_plida_dataset_variable","he_collection_context_tcsi_mapping_not_exhausted","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The Department states HESSC/HESDC includes enrolment, EFTSL/load, course and completion data and points to TCSI for data elements. Exact TCSI element mapping was not attached for this generated field in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"HE","completions","COURSE_TYPE","integer","1 / 1 / 1 / 3 / 4","1; 3; 4","COURSE_TYPE","Course type code","direct_plida_dataset_variable","he_collection_context_tcsi_mapping_not_exhausted","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The Department states HESSC/HESDC includes enrolment, EFTSL/load, course and completion data and points to TCSI for data elements. Exact TCSI element mapping was not attached for this generated field in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"HE","completions","FOE","character","0301=5; 0201=2; 0501=2; 0701=2; 0999=2; 0603=1; 0801=1; 0901=1; 1001=1","0301; 0201; 0501; 0701; 0999; 0603; 0801; 0901; 1001","FOE","Field of education code","direct_plida_dataset_variable","he_collection_context_tcsi_mapping_not_exhausted","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The Department states HESSC/HESDC includes enrolment, EFTSL/load, course and completion data and points to TCSI for data elements. Exact TCSI element mapping was not attached for this generated field in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"HE","completions","FOE_SUPP","character","030100=5; 020100=2; 050100=2; 070100=2; 099900=2; 060300=1; 080100=1; 090100=1; 100100=1","030100; 020100; 050100; 070100; 099900; 060300; 080100; 090100; 100100","FOE_SUPP","Field of education supplementary code","direct_plida_dataset_variable","he_collection_context_tcsi_mapping_not_exhausted","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The Department states HESSC/HESDC includes enrolment, EFTSL/load, course and completion data and points to TCSI for data elements. Exact TCSI element mapping was not attached for this generated field in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"HE","completions","INSTITUTION","character","0009=2; 0014=2; 0021=2; 0007=1; 0010=1; 0017=1; 0024=1; 0026=1; 0031=1; 0039=1; 0043=1; 0044=1","0009; 0014; 0021; 0007; 0010; 0017; 0024; 0026; 0031; 0039; 0043; 0044; 0046; 0053","INSTITUTION","A code which uniquely identifies the higher education provider","direct_plida_dataset_variable","he_collection_context_tcsi_mapping_not_exhausted","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The Department states HESSC/HESDC includes enrolment, EFTSL/load, course and completion data and points to TCSI for data elements. Exact TCSI element mapping was not attached for this generated field in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
