"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"AMEP","AMEP","SYNTHETIC_AEUID","character","5CCAD000002A=1; 5CCAD000003E=1; 5CCAD000004D=1; 5CCAD0000050=1; 5CCAD0000053=1; 5CCAD000005F=1; 5CCAD0000062=1; 5CCAD000006B=1; 5CCAD000006F=1; 5CCAD0000086=1; 5CCAD0000095=1; 5CCAD00000A1=1","5CCAD000002A; 5CCAD000003E; 5CCAD000004D; 5CCAD0000050; 5CCAD0000053; 5CCAD000005F; 5CCAD0000062; 5CCAD000006B; 5CCAD000006F; 5CCAD0000086; 5CCAD0000095; 5CCAD00000A1; 5CCAD00000D6; 5CCAD00000E0; 5CCAD0000105; 5CCAD0000107; 5CCAD000012C; 5CCAD000016F; 5CCAD0000172; 5CCAD0000189; 5CCAD000018D; 5CCAD0000194; 5CCAD00001A6; 5CCAD00001C4; 5CCAD00001D9; 5CCAD00001F3; 5CCAD000020A; 5CCAD0000277; 5CCAD00002A0; 5CCAD00002A2","SYNTHETIC_AEUID","Synthetic id of individual person on dataset","direct_plida_dataset_variable","local_identifier_not_public_source_variable","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","This is a generated package linkage identifier, not a public Home Affairs source-code variable.","Generated identifier shape is observed local output; it is not an official public code distribution.","Keep this as a generated linkage identifier check; do not cite it as a public source variable."
"AMEP","AMEP","YEAR_OF_BIRTH","integer","1924.00 / 1974.75 / 1993.50 / 2007.00 / 2019.00","","YEAR_OF_BIRTH","Year of birth","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","ADR_TYP","character","R=1661","R","ADR_TYP","Type of address (e.g. residential postal etc.) | Type of address","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","BIRTH_CNTRY_CDE","integer","1 / 1 / 1 / 1 / 1","1","BIRTH_CNTRY_CDE","Visa holder birth country | Visa holder birth coutnry","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","DOB_M","integer","1 / 4 / 7 / 10 / 12","1; 10; 11; 12; 2; 3; 4; 5; 6; 7; 8; 9","DOB_M","Visa holder birth month | Visa Holder birth month","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","DOB_Y","integer","1922 / 1963 / 1983 / 2000 / 2021","","DOB_Y","Yof birth | Visa holder birth year | Visa Holder birth year","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","GENDER","character","M=835; F=826","M; F","GENDER","Visa holder gender","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","IMPUTED_STATE","character","N=1606; Y=55","N; Y","IMPUTED_STATE","Flag for state was imputed","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","MARITAL_STS","character","Single=740; Married=694; De facto=227","Single; Married; De facto","MARITAL_STS","Martial status | Martial Status","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","SEX","character","M=835; F=826","M; F","SEX","Visa holder sex | Gender code","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","SOURCE","character","VISA=1329; SETTLE=332","VISA; SETTLE","SOURCE","Address source","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","STATE_ASGS_2021","integer","1 / 1 / 2 / 3 / 8","1; 2; 3; 4; 5; 6; 7; 8","STATE_ASGS_2021","State (number)","direct_plida_dataset_variable","public_home_affairs_variable_codebook_not_found_local_metadata_only","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Local PLIDA metadata or generator output describes this generated field. No public Home Affairs variable-level code table proving the generated value domain was found in this pass.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"MT_DEMOGS","MT_DEMOGS","SYNTHETIC_AEUID","character","5CCAD0000003=1; 5CCAD0000009=1; 5CCAD0000010=1; 5CCAD0000013=1; 5CCAD0000019=1; 5CCAD000001B=1; 5CCAD000001C=1; 5CCAD0000021=1; 5CCAD0000023=1; 5CCAD0000027=1; 5CCAD0000028=1; 5CCAD000002A=1","5CCAD0000003; 5CCAD0000009; 5CCAD0000010; 5CCAD0000013; 5CCAD0000019; 5CCAD000001B; 5CCAD000001C; 5CCAD0000021; 5CCAD0000023; 5CCAD0000027; 5CCAD0000028; 5CCAD000002A; 5CCAD000002C; 5CCAD000002F; 5CCAD0000030; 5CCAD0000035; 5CCAD0000036; 5CCAD0000037; 5CCAD000003A; 5CCAD000003B; 5CCAD000003E; 5CCAD000003F; 5CCAD0000041; 5CCAD0000042; 5CCAD0000044; 5CCAD0000047; 5CCAD000004B; 5CCAD000004D; 5CCAD000004F; 5CCAD0000050","SYNTHETIC_AEUID","Synthetic person level identifier | Synthetic MADIP Person ID | Person Identifier","direct_plida_dataset_variable","local_identifier_not_public_source_variable","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","This is a generated package linkage identifier, not a public Home Affairs source-code variable.","Generated identifier shape is observed local output; it is not an official public code distribution.","Keep this as a generated linkage identifier check; do not cite it as a public source variable."
"SDB","SDB","ARRIVAL_DATE","Date","1951-03-25 to 2021-12-19","","ARRIVAL_DATE","If visa granted offshore this is the date of arrival on the visa. if visa granted onshore this is the latest date of arrival prior to visa grant. | If visa granted offshore, this is the date of arrival on the visa.  If visa granted onshore, this is the latest date of arrival prior to visa grant.","direct_plida_dataset_variable","official_sdb_dictionary_concept_generated_domain_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Home Affairs SDB pages and the SDB Data Dictionary support the settlement-record context and this broad data-item concept; generated frequencies and compact code values remain local until mapped item-by-item to the dictionary tables.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Keep this row under source-backed regression tests and retain the cited source."
"SDB","SDB","CITIZENSHIP","integer","1 / 1 / 1 / 1 / 1","1","CITIZENSHIP","Foreign citizenship country code (i.e. country of citizenship on the visa application)","direct_plida_dataset_variable","sdb_public_dictionary_exact_variable_or_code_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","The SDB public sources support settlement reporting, but I did not find an exact public source proving this generated variable name and generated value domain.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"SDB","SDB","COUNTRY_OF_BIRTH","integer","1 / 1 / 1 / 1 / 1","1","COUNTRY_OF_BIRTH","Country of birth code","direct_plida_dataset_variable","official_sdb_dictionary_concept_generated_domain_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","Home Affairs SDB pages and the SDB Data Dictionary support the settlement-record context and this broad data-item concept; generated frequencies and compact code values remain local until mapped item-by-item to the dictionary tables.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep this row under source-backed regression tests and retain the cited source."
"SDB","SDB","DATE_OF_GRANT","Date","1951-02-13 to 2021-11-25","","DATE_OF_GRANT","Date visa granted","direct_plida_dataset_variable","sdb_public_dictionary_exact_variable_or_code_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports | https://immi.homeaffairs.gov.au/settling-in-australia/settlement-reports/settlement-reporting-caveats | https://immi.homeaffairs.gov.au/settlement-services-subsite/files/settlement-database-data-dictionary.pdf | https://immi.homeaffairs.gov.au/amep-subsite/Files/paper-a-profile-amep-clients.pdf","The SDB public sources support settlement reporting, but I did not find an exact public source proving this generated variable name and generated value domain.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
