"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","ACTIVEPLANIND","character",14,0,0,1,"Y=14","Y","matched PLIDA variable metadata","Indicates whether the plan is currently active","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","APRVDPLANSEQNMBR","integer",14,0,0,7,"1.00 / 2.25 / 4.00 / 5.75 / 7.00","1; 2; 3; 4; 5; 6; 7","matched PLIDA variable metadata","Sequential numbering of the plan (begins at 1 for each participant)","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","CMTDSUPPBDGTAMT","numeric",14,0,0,14,"9877.0 / 20121.8 / 38365.5 / 72703.2 / 153604.0","102459; 128023; 153604; 16809; 17381; 19428; 22203; 22842; 29983; 46748; 67546; 69275; 73846; 9877","matched PLIDA variable metadata","Total committed support costs of the plan","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","CRNTAPRVDPLANIND","character",14,0,0,1,"Y=14","Y","matched PLIDA variable metadata","Indicates whether the plan is the participant's current plan","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","EVERSDAIND","character",14,0,0,1,"N=14","N","matched PLIDA variable metadata","An indicator for whether the participant has ever received funds for specialist disability accommodation","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","EVERSILIND","character",14,0,0,1,"N=14","N","matched PLIDA variable metadata","An indicator for whether the participant has ever received funds for supported independent living","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","FINANCIALYEAR","integer",14,0,0,2,"2014.0 / 2014.0 / 2017.5 / 2021.0 / 2021.0","2014; 2021","matched PLIDA variable metadata","Financial year","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","FYCMTDSUPPBDGTAMT","numeric",14,0,0,14,"9877.0 / 20121.8 / 38365.5 / 72703.2 / 153604.0","102459; 128023; 153604; 16809; 17381; 19428; 22203; 22842; 29983; 46748; 67546; 69275; 73846; 9877","matched PLIDA variable metadata","Committed support costs for the specified financial year","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","LTSTPLANSILIND","character",14,0,0,1,"N=14","N","matched PLIDA variable metadata","Indicates whether the latest plan has supported independent living","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLAN_TYPE","character",14,0,0,1,"Initial plan=14","Initial plan","matched PLIDA variable metadata","Plan type (options: initial plan result of a scheduled review result of an unscheduled review)","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLANEFCTVDT","Date",14,0,0,2,"2014-01-23 to 2021-07-05","2014-01-23; 2021-07-05","matched PLIDA variable metadata","Plan effective date","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLANEXPRYDT","Date",14,0,0,2,"2015-01-23 to 2022-07-05","2015-01-23; 2022-07-05","matched PLIDA variable metadata","Date the plan ended","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLANID","character",14,0,0,2,"PLAN0000000001=7; PLAN0000000002=7","PLAN0000000001; PLAN0000000002","matched PLIDA variable metadata","Unique identifier for the specified plan","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLANINCLDSDAIND","character",14,0,0,1,"N=14","N","matched PLIDA variable metadata","Indicates whether the plan has specialist disability accommodation","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","PLANMGTMTHDDESC","character",14,0,0,1,"Agency Managed=14","Agency Managed","matched PLIDA variable metadata","Budget management method for the specified plan","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","SUPPCATNM","character",14,0,0,9,"Assistance with Daily Life=2; Assistive Technology=2; Coordination of Supports=2; Improved Learning=2; Improved Living Arrangements=2; Finding & Keeping a Job=1; Improved Daily Living Skills=1; Improved Life Choices=1","Assistance with Daily Life; Assistive Technology; Coordination of Supports; Finding & Keeping a Job; Improved Daily Living Skills; Improved Learning; Improved Life Choices; Improved Living Arrangements; Increased Social & Community Participation","matched PLIDA variable metadata","Support category type","madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","SUPPCLASS","character",14,0,0,3,"Capacity Building=10; Capital=2; Core=2","Capacity Building; Capital; Core","matched PLIDA variable metadata","Support class type for the payment provided","madipge-ndis-exp-d-payments-13-current | madipge-ndis-exp-d-plansupports-13-current","","",""
"ndis","NDIS","madipge-ndis-exp-d-plansupports-13-current","SYNTHETIC_AEUID","character",14,0,0,2,"C949B0000031=7; C949B0000093=7","C949B0000031; C949B0000093","matched PLIDA variable metadata","Synthetic MADIP Person ID","madipge-ndis-exp-d-carers-13-current | madipge-ndis-exp-d-outcomes-13-current | madipge-ndis-exp-d-participants-13-current | ... (6 products)","","",""
"ndis","NDIS","ndia-ndis","spine_id","character",500,50,10,450,"SP0000000001=1; SP0000000004=1; SP0000000005=1; SP0000000007=1; SP0000000008=1; SP0000000009=1; SP0000000010=1; SP0000000012=1","","no PLIDA metadata match by dataset+variable","","","","",""
"ndis","NDIS","ndia-ndis","SYNTHETIC_AEUID","character",500,0,0,500,"C949B0000001=1; C949B0000002=1; C949B0000003=1; C949B0000004=1; C949B0000005=1; C949B0000006=1; C949B0000007=1; C949B0000008=1","","matched PLIDA variable metadata","Synthetic MADIP Person ID","madipge-ndis-exp-d-carers-13-current | madipge-ndis-exp-d-outcomes-13-current | madipge-ndis-exp-d-participants-13-current | ... (6 products)","","",""
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
