id,source,name,manual_url,manual_error
itr_isn_fsi_exempt_empl,itr,isn_fsi_exempt_empl,https://alife-research.app/assets/manual/itr/isn_fsi_exempt_empl.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_st_pers_cont,smsf,st_pers_cont,https://alife-research.app/assets/manual/smsf/st_pers_cont.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sc_pers_cont_apra,smsf,sc_pers_cont_apra,https://alife-research.app/assets/manual/smsf/sc_pers_cont_apra.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onra_pension,itr,onra_pension,https://alife-research.app/assets/manual/itr/onra_pension.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sb_mem_bal_epsss,smsf,sb_mem_bal_epsss,https://alife-research.app/assets/manual/smsf/sb_mem_bal_epsss.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_sn_encc_available_for_release,mcs,sn_encc_available_for_release,https://alife-research.app/assets/manual/mcs/sn_encc_available_for_release.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_tw_div,itr,tw_div,https://alife-research.app/assets/manual/itr/tw_div.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_or_excess_ccont,itr,or_excess_ccont,https://alife-research.app/assets/manual/itr/or_excess_ccont.md,<urlopen error [Errno 54] Connection reset by peer>
itr_i_frank_cr,itr,i_frank_cr,https://alife-research.app/assets/manual/itr/i_frank_cr.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_st_tfr_type,mcs,st_tfr_type,https://alife-research.app/assets/manual/mcs/st_tfr_type.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sn_num_db_accounts,smsf,sn_num_db_accounts,https://alife-research.app/assets/manual/smsf/sn_num_db_accounts.md,<urlopen error [Errno 54] Connection reset by peer>
itr_onra_pp_averaging,itr,onra_pp_averaging,https://alife-research.app/assets/manual/itr/onra_pp_averaging.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_excess_non_concess_cont,mcs,sc_excess_non_concess_cont,https://alife-research.app/assets/manual/mcs/sc_excess_non_concess_cont.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onra_spouse_tax_offset,itr,onra_spouse_tax_offset,https://alife-research.app/assets/manual/itr/onra_spouse_tax_offset.md,<urlopen error [Errno 54] Connection reset by peer>
itr_sp_birthday_pre1971,itr,sp_birthday_pre1971,https://alife-research.app/assets/manual/itr/sp_birthday_pre1971.md,<urlopen error [Errno 54] Connection reset by peer>
itr_osn_supp_work_inc,itr,osn_supp_work_inc,https://alife-research.app/assets/manual/itr/osn_supp_work_inc.md,<urlopen error [Errno 54] Connection reset by peer>
itr_mls_income,itr,mls_income,https://alife-research.app/assets/manual/itr/mls_income.md,<urlopen error [Errno 54] Connection reset by peer>
itr_onru_zone_tax_offset,itr,onru_zone_tax_offset,https://alife-research.app/assets/manual/itr/onru_zone_tax_offset.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sc_cocont_cont,smsf,sc_cocont_cont,https://alife-research.app/assets/manual/smsf/sc_cocont_cont.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_c_internet_sale,itr,c_internet_sale,https://alife-research.app/assets/manual/itr/c_internet_sale.md,<urlopen error [Errno 54] Connection reset by peer>
itr_it_rept_fringe_benefit_exe,itr,it_rept_fringe_benefit_exe,https://alife-research.app/assets/manual/itr/it_rept_fringe_benefit_exe.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_it_target_foreign_inc,itr,it_target_foreign_inc,https://alife-research.app/assets/manual/itr/it_target_foreign_inc.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sc_empl_cont_smsf,smsf,sc_empl_cont_smsf,https://alife-research.app/assets/manual/smsf/sc_empl_cont_smsf.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sb_mem_bal_apra_industry,smsf,sb_mem_bal_apra_industry,https://alife-research.app/assets/manual/smsf/sb_mem_bal_apra_industry.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onru_bto,itr,onru_bto,https://alife-research.app/assets/manual/itr/onru_bto.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sc_excess_non_concess_cont,smsf,sc_excess_non_concess_cont,https://alife-research.app/assets/manual/smsf/sc_excess_non_concess_cont.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_div293_income,smsf,div293_income,https://alife-research.app/assets/manual/smsf/div293_income.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_st_pers_cont,mcs,st_pers_cont,https://alife-research.app/assets/manual/mcs/st_pers_cont.md,<urlopen error [Errno 54] Connection reset by peer>
itr_crs_pt_foreign_res,itr,crs_pt_foreign_res,https://alife-research.app/assets/manual/itr/crs_pt_foreign_res.md,<urlopen error [Errno 54] Connection reset by peer>
itr_ml_half_exempt_days_defence,itr,ml_half_exempt_days_defence,https://alife-research.app/assets/manual/itr/ml_half_exempt_days_defence.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_it_invest_loss,itr,it_invest_loss,https://alife-research.app/assets/manual/itr/it_invest_loss.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_isn_interest_rent_ded,itr,isn_interest_rent_ded,https://alife-research.app/assets/manual/itr/isn_interest_rent_ded.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_bring_fwd_number_of_years,smsf,sn_bring_fwd_number_of_years,https://alife-research.app/assets/manual/smsf/sn_bring_fwd_number_of_years.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_sp_super_lsum_zero_txd,itr,sp_super_lsum_zero_txd,https://alife-research.app/assets/manual/itr/sp_super_lsum_zero_txd.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_tc_excess_private_health,itr,tc_excess_private_health,https://alife-research.app/assets/manual/itr/tc_excess_private_health.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_tc_provisional_cr,itr,tc_provisional_cr,https://alife-research.app/assets/manual/itr/tc_provisional_cr.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onru_foreign_tax,itr,onru_foreign_tax,https://alife-research.app/assets/manual/itr/onru_foreign_tax.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_ic_income_before_loss,itr,ic_income_before_loss,https://alife-research.app/assets/manual/itr/ic_income_before_loss.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_transfer_assessable,mcs,sc_transfer_assessable,https://alife-research.app/assets/manual/mcs/sc_transfer_assessable.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sb_mem_bal_apra_public,smsf,sb_mem_bal_apra_public,https://alife-research.app/assets/manual/smsf/sb_mem_bal_apra_public.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sn_num_accounts_epsss,mcs,sn_num_accounts_epsss,https://alife-research.app/assets/manual/mcs/sn_num_accounts_epsss.md,<urlopen error [Errno 54] Connection reset by peer>
itr_c_gccsa,itr,c_gccsa,https://alife-research.app/assets/manual/itr/c_gccsa.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_num_acc_insurance_only,smsf,sn_num_acc_insurance_only,https://alife-research.app/assets/manual/smsf/sn_num_acc_insurance_only.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_it_depend_child,itr,it_depend_child,https://alife-research.app/assets/manual/itr/it_depend_child.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_fta_part_b_rebate_available,itr,fta_part_b_rebate_available,https://alife-research.app/assets/manual/itr/fta_part_b_rebate_available.md,<urlopen error [Errno 54] Connection reset by peer>
itr_c_birth_fy,itr,c_birth_fy,https://alife-research.app/assets/manual/itr/c_birth_fy.md,<urlopen error [Errno 54] Connection reset by peer>
itr_crs_pt_pps_cr,itr,crs_pt_pps_cr,https://alife-research.app/assets/manual/itr/crs_pt_pps_cr.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_crs_interest_early_rep,itr,crs_interest_early_rep,https://alife-research.app/assets/manual/itr/crs_interest_early_rep.md,<urlopen error [Errno 54] Connection reset by peer>
itr_ds_foreign_pension_upp,itr,ds_foreign_pension_upp,https://alife-research.app/assets/manual/itr/ds_foreign_pension_upp.md,<urlopen error [Errno 54] Connection reset by peer>
itr_onra_sapto,itr,onra_sapto,https://alife-research.app/assets/manual/itr/onra_sapto.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_f_top_coded,itr,f_top_coded,https://alife-research.app/assets/manual/itr/f_top_coded.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_tc_net_tax,itr,tc_net_tax,https://alife-research.app/assets/manual/itr/tc_net_tax.md,<urlopen error [Errno 54] Connection reset by peer>
itr_isc_supp_total,itr,isc_supp_total,https://alife-research.app/assets/manual/itr/isc_supp_total.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_pers_injury,mcs,sc_pers_injury,https://alife-research.app/assets/manual/mcs/sc_pers_injury.md,<urlopen error [Errno 54] Connection reset by peer>
itr_is_forestry_mis,itr,is_forestry_mis,https://alife-research.app/assets/manual/itr/is_forestry_mis.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_tw_interest,itr,tw_interest,https://alife-research.app/assets/manual/itr/tw_interest.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_st_empl_cont,mcs,st_empl_cont,https://alife-research.app/assets/manual/mcs/st_empl_cont.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_oc_child_care,itr,oc_child_care,https://alife-research.app/assets/manual/itr/oc_child_care.md,<urlopen error [Errno 54] Connection reset by peer>
itr_sp_sni,itr,sp_sni,https://alife-research.app/assets/manual/itr/sp_sni.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sc_sbe_cgt_ret_exempt,smsf,sc_sbe_cgt_ret_exempt,https://alife-research.app/assets/manual/smsf/sc_sbe_cgt_ret_exempt.md,<urlopen error [Errno 54] Connection reset by peer>
itr_i_annuities_lsum_untxd,itr,i_annuities_lsum_untxd,https://alife-research.app/assets/manual/itr/i_annuities_lsum_untxd.md,<urlopen error [Errno 54] Connection reset by peer>
itr_tw_income_tax,itr,tw_income_tax,https://alife-research.app/assets/manual/itr/tw_income_tax.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_sb_mem_bal_apra,mcs,sb_mem_bal_apra,https://alife-research.app/assets/manual/mcs/sb_mem_bal_apra.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_c_sa4_id,mcs,c_sa4_id,https://alife-research.app/assets/manual/mcs/c_sa4_id.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_tot_cont_smsf,mcs,sc_tot_cont_smsf,https://alife-research.app/assets/manual/mcs/sc_tot_cont_smsf.md,<urlopen error [Errno 54] Connection reset by peer>
itr_on_eto_net_inc_cd,itr,on_eto_net_inc_cd,https://alife-research.app/assets/manual/itr/on_eto_net_inc_cd.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sn_non_concess_cont_cap,smsf,sn_non_concess_cont_cap,https://alife-research.app/assets/manual/smsf/sn_non_concess_cont_cap.md,<urlopen error [Errno 54] Connection reset by peer>
itr_in_super_lsum_cd,itr,in_super_lsum_cd,https://alife-research.app/assets/manual/itr/in_super_lsum_cd.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sb_mem_bal_pension,mcs,sb_mem_bal_pension,https://alife-research.app/assets/manual/mcs/sb_mem_bal_pension.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_ntnl_txd_cont,mcs,sc_ntnl_txd_cont,https://alife-research.app/assets/manual/mcs/sc_ntnl_txd_cont.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sb_mem_bal_smsf,mcs,sb_mem_bal_smsf,https://alife-research.app/assets/manual/mcs/sb_mem_bal_smsf.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sn_num_accounts_apra,mcs,sn_num_accounts_apra,https://alife-research.app/assets/manual/mcs/sn_num_accounts_apra.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sb_mem_bal_epsss,mcs,sb_mem_bal_epsss,https://alife-research.app/assets/manual/mcs/sb_mem_bal_epsss.md,<urlopen error [Errno 54] Connection reset by peer>
itr_i_annuities_txd,itr,i_annuities_txd,https://alife-research.app/assets/manual/itr/i_annuities_txd.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_residence_disposal_cont,mcs,sc_residence_disposal_cont,https://alife-research.app/assets/manual/mcs/sc_residence_disposal_cont.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_rpe_bal_tfr_income_stream,smsf,rpe_bal_tfr_income_stream,https://alife-research.app/assets/manual/smsf/rpe_bal_tfr_income_stream.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_sc_empl_cont_others,mcs,sc_empl_cont_others,https://alife-research.app/assets/manual/mcs/sc_empl_cont_others.md,<urlopen error [Errno 54] Connection reset by peer>
itr_isn_pt_trust_dist_pp_cd,itr,isn_pt_trust_dist_pp_cd,https://alife-research.app/assets/manual/itr/isn_pt_trust_dist_pp_cd.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_encc_available_for_release,smsf,sn_encc_available_for_release,https://alife-research.app/assets/manual/smsf/sn_encc_available_for_release.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sc_empl_cont_ss,smsf,sc_empl_cont_ss,https://alife-research.app/assets/manual/smsf/sc_empl_cont_ss.md,<urlopen error [Errno 54] Connection reset by peer>
itr_c_asco_se,itr,c_asco_se,https://alife-research.app/assets/manual/itr/c_asco_se.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_num_insure_accounts_unk,smsf,sn_num_insure_accounts_unk,https://alife-research.app/assets/manual/smsf/sn_num_insure_accounts_unk.md,<urlopen error [Errno 54] Connection reset by peer>
itr_is_fsi_other_foreign_incl_rent,itr,is_fsi_other_foreign_incl_rent,https://alife-research.app/assets/manual/itr/is_fsi_other_foreign_incl_rent.md,<urlopen error [Errno 54] Connection reset by peer>
itr_it_property_loss,itr,it_property_loss,https://alife-research.app/assets/manual/itr/it_property_loss.md,<urlopen error [Errno 54] Connection reset by peer>
itr_onra_mawto,itr,onra_mawto,https://alife-research.app/assets/manual/itr/onra_mawto.md,<urlopen error [Errno 54] Connection reset by peer>
itr_c_occupation,itr,c_occupation,https://alife-research.app/assets/manual/itr/c_occupation.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onra_child_care,itr,onra_child_care,https://alife-research.app/assets/manual/itr/onra_child_care.md,<urlopen error [Errno 54] Connection reset by peer>
itr_as_family_trust_inc_txd,itr,as_family_trust_inc_txd,https://alife-research.app/assets/manual/itr/as_family_trust_inc_txd.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_d_pension_upp,itr,d_pension_upp,https://alife-research.app/assets/manual/itr/d_pension_upp.md,<urlopen error [Errno 54] Connection reset by peer>
itr_dsn_pt_other_ded_npp_cd,itr,dsn_pt_other_ded_npp_cd,https://alife-research.app/assets/manual/itr/dsn_pt_other_ded_npp_cd.md,<urlopen error [Errno 54] Connection reset by peer>
itr_pt_is_ded_npp,itr,pt_is_ded_npp,https://alife-research.app/assets/manual/itr/pt_is_ded_npp.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sc_pers_cont,smsf,sc_pers_cont,https://alife-research.app/assets/manual/smsf/sc_pers_cont.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_dir_termination_taxable,mcs,sc_dir_termination_taxable,https://alife-research.app/assets/manual/mcs/sc_dir_termination_taxable.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_sbe_cgt_ret_exempt,mcs,sc_sbe_cgt_ret_exempt,https://alife-research.app/assets/manual/mcs/sc_sbe_cgt_ret_exempt.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_hc_sfss_repayment,itr,hc_sfss_repayment,https://alife-research.app/assets/manual/itr/hc_sfss_repayment.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_sc_tot_cont_apra_retail,mcs,sc_tot_cont_apra_retail,https://alife-research.app/assets/manual/mcs/sc_tot_cont_apra_retail.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_fsi_non_assessable,mcs,sc_fsi_non_assessable,https://alife-research.app/assets/manual/mcs/sc_fsi_non_assessable.md,<urlopen error [Errno 54] Connection reset by peer>
itr_pt_is_trust_dist_npp,itr,pt_is_trust_dist_npp,https://alife-research.app/assets/manual/itr/pt_is_trust_dist_npp.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_c_death_fy,smsf,c_death_fy,https://alife-research.app/assets/manual/smsf/c_death_fy.md,<urlopen error _ssl.c:975: The handshake operation timed out>
mcs_c_death_fy,mcs,c_death_fy,https://alife-research.app/assets/manual/mcs/c_death_fy.md,<urlopen error [Errno 54] Connection reset by peer>
itr_in_lsum_a_cd,itr,in_lsum_a_cd,https://alife-research.app/assets/manual/itr/in_lsum_a_cd.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_encc_released,smsf,sn_encc_released,https://alife-research.app/assets/manual/smsf/sn_encc_released.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onra_super_inc_stream,itr,onra_super_inc_stream,https://alife-research.app/assets/manual/itr/onra_super_inc_stream.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_post20aug96_etp_cont,mcs,sc_post20aug96_etp_cont,https://alife-research.app/assets/manual/mcs/sc_post20aug96_etp_cont.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_onru_etp_lsp,itr,onru_etp_lsp,https://alife-research.app/assets/manual/itr/onru_etp_lsp.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_div293_tax_cont,smsf,div293_tax_cont,https://alife-research.app/assets/manual/smsf/div293_tax_cont.md,<urlopen error [Errno 54] Connection reset by peer>
itr_isn_fmd_oth_rep,itr,isn_fmd_oth_rep,https://alife-research.app/assets/manual/itr/isn_fmd_oth_rep.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_rpe_bal_tfr_revert_income_stream,mcs,rpe_bal_tfr_revert_income_stream,https://alife-research.app/assets/manual/mcs/rpe_bal_tfr_revert_income_stream.md,<urlopen error [Errno 54] Connection reset by peer>
smsf_sn_num_db_acc_grandfathering,smsf,sn_num_db_acc_grandfathering,https://alife-research.app/assets/manual/smsf/sn_num_db_acc_grandfathering.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_on_pto_cd,itr,on_pto_cd,https://alife-research.app/assets/manual/itr/on_pto_cd.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_st_allocated_surplus_cont,mcs,st_allocated_surplus_cont,https://alife-research.app/assets/manual/mcs/st_allocated_surplus_cont.md,<urlopen error [Errno 54] Connection reset by peer>
itr_sp_pension_exempt,itr,sp_pension_exempt,https://alife-research.app/assets/manual/itr/sp_pension_exempt.md,<urlopen error [Errno 54] Connection reset by peer>
itr_a_under18_cd,itr,a_under18_cd,https://alife-research.app/assets/manual/itr/a_under18_cd.md,<urlopen error [Errno 54] Connection reset by peer>
itr_dn_wre_self_edu_cd,itr,dn_wre_self_edu_cd,https://alife-research.app/assets/manual/itr/dn_wre_self_edu_cd.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_a_part_year_months,itr,a_part_year_months,https://alife-research.app/assets/manual/itr/a_part_year_months.md,<urlopen error [Errno 54] Connection reset by peer>
itr_dsn_pt_other_ded_pp_cd,itr,dsn_pt_other_ded_pp_cd,https://alife-research.app/assets/manual/itr/dsn_pt_other_ded_pp_cd.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sn_num_accounts,smsf,sn_num_accounts,https://alife-research.app/assets/manual/smsf/sn_num_accounts.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sn_num_accounts,mcs,sn_num_accounts,https://alife-research.app/assets/manual/mcs/sn_num_accounts.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_is_other_cat3_fhss,itr,is_other_cat3_fhss,https://alife-research.app/assets/manual/itr/is_other_cat3_fhss.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_sc_allocated_surplus_cont,mcs,sc_allocated_surplus_cont,https://alife-research.app/assets/manual/mcs/sc_allocated_surplus_cont.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_sp_military_pension,itr,sp_military_pension,https://alife-research.app/assets/manual/itr/sp_military_pension.md,<urlopen error [Errno 54] Connection reset by peer>
mcs_c_state,mcs,c_state,https://alife-research.app/assets/manual/mcs/c_state.md,<urlopen error [Errno 54] Connection reset by peer>
itr_ln_loss_carry_fwd_npp,itr,ln_loss_carry_fwd_npp,https://alife-research.app/assets/manual/itr/ln_loss_carry_fwd_npp.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_i_allowances,itr,i_allowances,https://alife-research.app/assets/manual/itr/i_allowances.md,<urlopen error _ssl.c:975: The handshake operation timed out>
itr_or_pt_nras,itr,or_pt_nras,https://alife-research.app/assets/manual/itr/or_pt_nras.md,<urlopen error _ssl.c:975: The handshake operation timed out>
smsf_sc_pers_cont_deductible,smsf,sc_pers_cont_deductible,https://alife-research.app/assets/manual/smsf/sc_pers_cont_deductible.md,<urlopen error _ssl.c:975: The handshake operation timed out>
