year	code	name	state	source_url
2021	102011029	Box Head - MacMasters Beach	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011030	Calga - Kulnura	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011031	Erina - Green Point	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011032	Gosford - Springfield	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011033	Kariong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011034	Kincumber - Picketts Valley	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011035	Narara	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011036	Niagara Park - Lisarow	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011037	Point Clare - Koolewong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011038	Saratoga - Davistown	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011039	Terrigal - North Avoca	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011040	Umina - Booker Bay - Patonga	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011041	Wamberal - Forresters Beach	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011042	Woy Woy - Blackwall	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102011043	Wyoming	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021044	Bateau Bay - Killarney Vale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021045	Blue Haven - San Remo	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021046	Budgewoi - Buff Point - Halekulani	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021047	Chittaway Bay - Tumbi Umbi	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021048	Gorokan - Kanwal - Charmhaven	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021049	Jilliby - Yarramalong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021050	Lake Munmorah - Mannering Park	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021051	Ourimbah - Fountaindale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021052	Summerland Point - Gwandalan	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021053	The Entrance	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021054	Toukley - Norah Head	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021055	Tuggerah - Kangy Angy	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021056	Warnervale - Wadalba	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	102021057	Wyong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103011059	Bathurst - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103011060	Bathurst Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103011061	Oberon	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103011612	Bathurst - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103011613	Bathurst - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021062	Condobolin	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021063	Cowra	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021064	Cowra Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021065	Forbes	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021066	Grenfell	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021067	Parkes (NSW)	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021068	Parkes Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103021069	West Wyalong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031070	Lithgow	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031071	Lithgow Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031072	Mudgee	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031073	Mudgee Surrounds - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031074	Mudgee Surrounds - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103031075	Wollangambe - Wollemi	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103041076	Blayney	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103041077	Orange	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103041078	Orange - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	103041079	Orange Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104011080	Grafton	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104011081	Grafton Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104011082	Maclean - Yamba - Iluka	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021083	Bellingen	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021084	Coffs Harbour - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021085	Coffs Harbour - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021086	Coramba - Nana Glen - Bucca	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021087	Dorrigo	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021088	Korora - Emerald Beach	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021089	Sawtell - Boambee	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021090	Urunga	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	104021091	Woolgoolga - Arrawarra	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105011092	Bourke - Brewarrina	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105011093	Cobar	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105011094	Coonamble	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105011095	Nyngan - Warren	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105011096	Walgett - Lightning Ridge	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105021097	Broken Hill	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105021098	Far West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031099	Coonabarabran	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031100	Dubbo - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031101	Dubbo - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031102	Dubbo - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031103	Dubbo Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031104	Gilgandra	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031105	Narromine	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	105031106	Wellington	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011107	Branxton - Greta - Pokolbin	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011108	Cessnock	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011109	Cessnock Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011110	Dungog	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011111	Kurri Kurri - Abermain	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011112	Singleton	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106011113	Singleton Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021114	Maitland	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021116	Maitland - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021614	East Maitland - Metford	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021615	Rutherford (North) - Aberglasslyn	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021616	Rutherford (South) - Telarah	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021617	Tenambit - East Maitland	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106021618	Thornton - Millers Forest	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031119	Anna Bay	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031120	Lemon Tree Passage - Tanilba Bay	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031121	Nelson Bay Peninsula	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031122	Raymond Terrace	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031123	Seaham - Woodville	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031124	Tea Gardens - Hawks Nest	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106031125	Williamtown - Medowie - Karuah	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106041126	Muswellbrook	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106041127	Muswellbrook Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106041128	Scone	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	106041129	Scone Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011131	Dapto - Avondale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011132	Horsley - Kembla Grange	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011133	Port Kembla Industrial	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011134	Unanderra - Mount Kembla	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011545	Berkeley - Lake Heights - Cringila	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011546	Port Kembla - Warrawong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107011547	Windang - Primbee	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107021135	Illawarra Catchment Reserve	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031136	Albion Park - Macquarie Pass	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031137	Albion Park Rail	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031138	Kiama	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031139	Kiama Downs - Minnamurra	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031140	Kiama Hinterland - Gerringong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031141	Shellharbour - Flinders	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031142	Shellharbour - Oak Flats	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107031143	Warilla	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041144	Balgownie - Fairy Meadow	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041145	Corrimal - Tarrawanna - Bellambi	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041146	Figtree - Keiraville	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041147	Helensburgh	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041148	Thirroul - Austinmer - Coalcliff	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041150	Woonona - Bulli - Russell Vale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041548	Wollongong - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	107041549	Wollongong - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108011151	Bulahdelah - Stroud	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108011152	Forster	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108011153	Forster-Tuncurry Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108011154	Tuncurry	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021155	Kempsey	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021156	Kempsey Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021157	Macksville - Scotts Head	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021158	Nambucca Heads	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021159	Nambucca Heads Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108021160	South West Rocks	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108031161	Lord Howe Island	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041162	Laurieton - Bonny Hills	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041164	Port Macquarie - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041165	Port Macquarie Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041166	Wauchope	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041619	Port Macquarie - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108041620	Port Macquarie - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108051167	Gloucester	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108051168	Old Bar - Manning Point - Red Head	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108051169	Taree	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108051170	Taree Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	108051171	Wingham	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109011172	Albury - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109011173	Albury - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109011174	Albury - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109011175	Albury Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109011176	Lavington	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109021177	Hay	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109021178	Wentworth - Buronga	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109021179	Wentworth-Balranald Region	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031180	Corowa	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031181	Corowa Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031182	Deniliquin	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031183	Deniliquin Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031184	Moama	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	109031185	Tocumwal - Finley - Jerilderie	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110011186	Armidale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110011187	Armidale Surrounds - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110011188	Armidale Surrounds - South	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110011189	Walcha	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110021190	Glen Innes	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110021191	Inverell	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110021192	Inverell Surrounds - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110021193	Inverell Surrounds - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110021194	Tenterfield	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110031195	Moree	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110031196	Moree Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110031197	Narrabri	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110031198	Narrabri Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041199	Gunnedah	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041200	Gunnedah Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041201	Quirindi	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041202	Tamworth - East	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041203	Tamworth - North	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041204	Tamworth - West	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	110041205	Tamworth Surrounds	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011206	Belmont - Bennetts Green	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011207	Belmont South - Blacksmiths	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011208	Charlestown - Dudley	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011209	Glendale - Cardiff - Hillsborough	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011210	Mount Hutton - Windale	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011211	Redhead	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011212	Swansea - Caves Beach	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011213	Valentine - Eleebana	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111011214	Warners Bay - Boolaroo	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021215	Bolton Point - Teralba	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021216	Bonnells Bay - Silverwater	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021217	Edgeworth - Cameron Park	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021218	Morisset - Cooranbong	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021219	Toronto - Awaba	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021220	Wangi Wangi - Rathmines	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111021221	West Wallsend - Barnsley - Killingworth	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031222	Adamstown - Kotara	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031223	Beresfield - Hexham	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031224	Hamilton - Broadmeadow	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031225	Lambton - New Lambton	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031226	Maryland - Fletcher - Minmi	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031227	Mayfield - Warabrook	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031228	Merewether - The Junction	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031229	Newcastle - Cooks Hill	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031230	Newcastle Port - Kooragang	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
2021	111031231	Shortland - Jesmond	1	https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/SA2/MapServer
