"year","variable","source_sheet","source_url","data_item_length","supported","unsupported_reason"
2011,"FAMILY_ID","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"FBLF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3402011",1,TRUE,""
2011,"FIDF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3502011",1,TRUE,""
2011,"FINASF","Family classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"FINF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3702011",2,TRUE,""
2011,"FMCF","Family classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"FNOF","Family classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"FRLF","Family classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"GNGP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"HCFMD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4252011",2,TRUE,""
2011,"HCFMF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4302011",2,TRUE,""
2011,"HEAP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4402011",3,TRUE,""
2011,"HHCD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"HIDD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4602011",1,TRUE,""
2011,"HIED","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"HINASD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"HIND","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"HRSP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"HRWRP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5102011",1,TRUE,""
2011,"HSCP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"IFAGEP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5302011",1,TRUE,""
2011,"IFMSTP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5402011",1,TRUE,""
2011,"IFNMFD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5502011",1,TRUE,""
2011,"IFPURP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5602011",2,TRUE,""
2011,"INCP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"INDP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"INGDWTD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5902011",1,TRUE,""
2011,"INGP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"LANP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"LFHRP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6202011",1,TRUE,""
2011,"LFSF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6302011",2,TRUE,""
2011,"LFSP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"LLDD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"MDCP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"MRED","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6632011",4,TRUE,""
2011,"MRERD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"MSTP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"MTWP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"MV1D","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"MV5D","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"NEDD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"NPDD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter7402011",2,TRUE,""
2011,"NPRD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"OCCP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"QALFP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"QALLP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"RELP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"RLCP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter8402011",1,TRUE,""
2011,"RLGP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter8502011",2,TRUE,""
2011,"RLHP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"RLNP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter8702011",1,TRUE,""
2011,"RNTD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter8802011",4,TRUE,""
2011,"RNTRD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"RPIP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"SA1UCD","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA1UCP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA2U1P","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA2U5P","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA2UCD","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA2UCP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA2WKADP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA3UCD","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA3UCP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA4UCD","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SA4UCP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"SAFD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9052011",1,TRUE,""
2011,"SEXP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"SLPP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9202011",1,TRUE,""
2011,"SPLF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9302011",1,TRUE,""
2011,"SSCF","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9402011",1,TRUE,""
2011,"STEU1P","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"STEU5P","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"STEUCD","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"STEUCP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"STEWKADP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"STRD","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
2011,"STUP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"SXFP","","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",,FALSE,"not_enumerated_in_official_source"
2011,"TEND","Dwelling classifications","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"TENLLD","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9802011",1,TRUE,""
2011,"TISP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",1,TRUE,""
2011,"TISRP","2011 Census Dictionary category table","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10002011",1,TRUE,""
2011,"TYPP","Persons","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest",2,TRUE,""
