sa2_code	sa3_code	sa4_code	state	mb_count
127011504	12701	127	1	172
127011505	12701	127	1	120
127011592	12701	127	1	5
127011593	12701	127	1	76
127011594	12701	127	1	114
127011595	12701	127	1	107
127011596	12701	127	1	106
127011597	12701	127	1	137
127011726	12701	127	1	45
127011727	12701	127	1	120
127011728	12701	127	1	98
127011729	12701	127	1	137
127021509	12702	127	1	179
127021510	12702	127	1	197
127021511	12702	127	1	271
127021512	12702	127	1	183
127021513	12702	127	1	252
127021514	12702	127	1	104
127021515	12702	127	1	193
127021516	12702	127	1	202
127021517	12702	127	1	101
127021518	12702	127	1	55
127021519	12702	127	1	203
127021520	12702	127	1	122
127021521	12702	127	1	40
127031522	12703	127	1	164
127031523	12703	127	1	223
127031524	12703	127	1	211
127031599	12703	127	1	116
127031601	12703	127	1	89
127031730	12703	127	1	80
127031731	12703	127	1	184
127031732	12703	127	1	140
127031733	12703	127	1	140
128011529	12801	128	1	189
128011530	12801	128	1	220
128011531	12801	128	1	169
128011602	12801	128	1	155
128011603	12801	128	1	125
128011604	12801	128	1	438
128011605	12801	128	1	34
128011606	12801	128	1	110
128021533	12802	128	1	89
128021534	12802	128	1	130
128021535	12802	128	1	271
128021536	12802	128	1	259
128021537	12802	128	1	10
128021538	12802	128	1	267
128021607	12802	128	1	212
128021608	12802	128	1	89
128021609	12802	128	1	55
197979799	19797	197	1	8
199999499	19999	199	1	1
201011001	20101	201	2	196
201011002	20101	201	2	241
201011005	20101	201	2	85
201011006	20101	201	2	124
201011007	20101	201	2	30
201011008	20101	201	2	207
201011481	20101	201	2	150
201011482	20101	201	2	214
201011483	20101	201	2	171
201011484	20101	201	2	196
201021009	20102	201	2	108
201021010	20102	201	2	195
201021011	20102	201	2	345
201021012	20102	201	2	99
201031013	20103	201	2	102
201031014	20103	201	2	107
201031015	20103	201	2	88
201031016	20103	201	2	169
201031017	20103	201	2	252
202011018	20201	202	2	307
202011019	20201	202	2	201
202011020	20201	202	2	218
202011021	20201	202	2	150
202011022	20201	202	2	331
202011023	20201	202	2	63
202011024	20201	202	2	112
202011025	20201	202	2	191
202021026	20202	202	2	108
202021027	20202	202	2	214
202021028	20202	202	2	260
202021029	20202	202	2	100
202021030	20202	202	2	173
202021031	20202	202	2	91
202031032	20203	202	2	113
202031033	20203	202	2	240
203011034	20301	203	2	61
203011035	20301	203	2	119
203011036	20301	203	2	101
203021037	20302	203	2	207
203021039	20302	203	2	272
203021040	20302	203	2	323
203021042	20302	203	2	285
203021043	20302	203	2	226
203021044	20302	203	2	160
203021045	20302	203	2	208
203021046	20302	203	2	257
203021047	20302	203	2	258
203021485	20302	203	2	105
203021486	20302	203	2	236
203021487	20302	203	2	266
203021488	20302	203	2	138
203031048	20303	203	2	283
203031049	20303	203	2	280
203031051	20303	203	2	274
203031052	20303	203	2	174
203031053	20303	203	2	351
203031489	20303	203	2	179
203031490	20303	203	2	311
204011054	20401	204	2	186
204011055	20401	204	2	141
204011056	20401	204	2	206
204011057	20401	204	2	261
204011058	20401	204	2	86
204011059	20401	204	2	113
204011060	20401	204	2	61
204011061	20401	204	2	15
204011062	20401	204	2	88
204021063	20402	204	2	170
204021064	20402	204	2	94
204021065	20402	204	2	94
204021066	20402	204	2	326
204021067	20402	204	2	227
204031068	20403	204	2	98
204031069	20403	204	2	256
204031070	20403	204	2	65
204031071	20403	204	2	109
204031072	20403	204	2	248
204031073	20403	204	2	199
204031075	20403	204	2	83
204031491	20403	204	2	148
204031492	20403	204	2	295
205011076	20501	205	2	221
205011077	20501	205	2	191
205011078	20501	205	2	114
205011079	20501	205	2	291
205021080	20502	205	2	14
205021081	20502	205	2	239
205021082	20502	205	2	317
205021083	20502	205	2	5
205021084	20502	205	2	270
205021085	20502	205	2	370
205021086	20502	205	2	160
205031087	20503	205	2	343
205031088	20503	205	2	9
205031089	20503	205	2	124
205031090	20503	205	2	178
205031091	20503	205	2	447
205031092	20503	205	2	21
205031093	20503	205	2	557
205041094	20504	205	2	183
205041095	20504	205	2	290
205041096	20504	205	2	255
205041098	20504	205	2	67
205041493	20504	205	2	189
205041494	20504	205	2	211
205051099	20505	205	2	31
205051100	20505	205	2	437
205051101	20505	205	2	277
205051102	20505	205	2	76
205051103	20505	205	2	242
205051104	20505	205	2	318
206011106	20601	206	2	160
206011107	20601	206	2	212
206011109	20601	206	2	118
206011495	20601	206	2	175
206011496	20601	206	2	196
206011497	20601	206	2	186
206011498	20601	206	2	145
206021110	20602	206	2	132
206021112	20602	206	2	264
206021499	20602	206	2	190
206021500	20602	206	2	162
206031113	20603	206	2	182
206031115	20603	206	2	124
206031116	20603	206	2	204
206031501	20603	206	2	195
206031502	20603	206	2	179
206041117	20604	206	2	204
206041118	20604	206	2	67
206041119	20604	206	2	90
206041120	20604	206	2	1
206041121	20604	206	2	160
206041124	20604	206	2	91
206041125	20604	206	2	97
206041127	20604	206	2	14
206041503	20604	206	2	119
206041504	20604	206	2	71
206041505	20604	206	2	114
206041506	20604	206	2	186
206041507	20604	206	2	2
206041508	20604	206	2	34
206041509	20604	206	2	67
206041510	20604	206	2	62
206051128	20605	206	2	216
206051129	20605	206	2	237
206051130	20605	206	2	201
206051134	20605	206	2	258
206051511	20605	206	2	74
206051512	20605	206	2	197
206051513	20605	206	2	206
206051514	20605	206	2	246
206061135	20606	206	2	156
206061136	20606	206	2	321
206061138	20606	206	2	210
206061515	20606	206	2	136
206061516	20606	206	2	180
206071139	20607	206	2	114
206071140	20607	206	2	113
206071141	20607	206	2	134
206071142	20607	206	2	178
206071143	20607	206	2	183
206071145	20607	206	2	152
206071517	20607	206	2	379
206071518	20607	206	2	185
207011146	20701	207	2	103
207011147	20701	207	2	220
207011148	20701	207	2	228
207011149	20701	207	2	275
207011150	20701	207	2	207
207011152	20701	207	2	215
207011154	20701	207	2	97
207011155	20701	207	2	221
207011519	20701	207	2	153
207011520	20701	207	2	180
207011521	20701	207	2	162
207011522	20701	207	2	182
207021156	20702	207	2	145
207021157	20702	207	2	277
207021159	20702	207	2	188
207021160	20702	207	2	151
207021424	20702	207	2	168
207021425	20702	207	2	180
207031161	20703	207	2	284
207031162	20703	207	2	115
207031163	20703	207	2	299
207031164	20703	207	2	201
207031165	20703	207	2	142
207031166	20703	207	2	116
207031167	20703	207	2	119
208011168	20801	208	2	169
208011169	20801	208	2	333
208011170	20801	208	2	177
208011171	20801	208	2	159
208011172	20801	208	2	213
208011173	20801	208	2	240
208021174	20802	208	2	287
208021176	20802	208	2	229
208021177	20802	208	2	257
208021178	20802	208	2	215
208021179	20802	208	2	162
208021180	20802	208	2	91
208021181	20802	208	2	113
208021182	20802	208	2	172
208021426	20802	208	2	156
208021427	20802	208	2	139
208031183	20803	208	2	91
208031184	20803	208	2	34
208031185	20803	208	2	210
208031186	20803	208	2	241
208031187	20803	208	2	65
208031188	20803	208	2	316
208031189	20803	208	2	203
208031190	20803	208	2	205
208031191	20803	208	2	155
208031192	20803	208	2	2
208031193	20803	208	2	296
208041194	20804	208	2	326
208041195	20804	208	2	296
209011196	20901	209	2	105
209011197	20901	209	2	246
209011198	20901	209	2	207
209011199	20901	209	2	205
209011200	20901	209	2	177
209011201	20901	209	2	99
209011202	20901	209	2	201
209011203	20901	209	2	219
209011204	20901	209	2	108
209021205	20902	209	2	99
209021428	20902	209	2	290
209021429	20902	209	2	151
209021523	20902	209	2	184
209021524	20902	209	2	115
209021525	20902	209	2	157
209021526	20902	209	2	189
209031209	20903	209	2	264
209031210	20903	209	2	42
209031211	20903	209	2	60
209031212	20903	209	2	72
209031213	20903	209	2	120
209031214	20903	209	2	89
209031215	20903	209	2	152
209041216	20904	209	2	69
209041217	20904	209	2	88
209041220	20904	209	2	187
209041221	20904	209	2	129
209041223	20904	209	2	279
209041224	20904	209	2	243
209041225	20904	209	2	143
209041431	20904	209	2	128
209041432	20904	209	2	133
209041433	20904	209	2	121
209041435	20904	209	2	114
209041436	20904	209	2	130
209041437	20904	209	2	234
209041527	20904	209	2	157
209041528	20904	209	2	95
209041529	20904	209	2	115
209041530	20904	209	2	138
209041531	20904	209	2	112
209041532	20904	209	2	119
210011226	21001	210	2	126
210011227	21001	210	2	1
210011228	21001	210	2	153
210011230	21001	210	2	92
210011231	21001	210	2	123
210011533	21001	210	2	146
210011534	21001	210	2	171
210021232	21002	210	2	145
210021233	21002	210	2	51
210021234	21002	210	2	41
210021235	21002	210	2	114
210031236	21003	210	2	153
210031237	21003	210	2	150
210031439	21003	210	2	26
210031440	21003	210	2	69
210031535	21003	210	2	155
210031536	21003	210	2	98
210031537	21003	210	2	90
210031538	21003	210	2	196
210041240	21004	210	2	139
210041539	21004	210	2	65
210041540	21004	210	2	198
210041541	21004	210	2	115
210051242	21005	210	2	141
210051243	21005	210	2	244
210051245	21005	210	2	206
210051246	21005	210	2	207
210051247	21005	210	2	135
210051248	21005	210	2	5
210051250	21005	210	2	94
210051441	21005	210	2	74
210051442	21005	210	2	103
210051443	21005	210	2	209
210051445	21005	210	2	305
210051542	21005	210	2	83
210051543	21005	210	2	112
210051544	21005	210	2	94
210051545	21005	210	2	100
211011251	21101	211	2	167
211011254	21101	211	2	183
211011255	21101	211	2	58
211011256	21101	211	2	142
211011257	21101	211	2	76
211011258	21101	211	2	101
211011259	21101	211	2	145
211011260	21101	211	2	177
211011446	21101	211	2	283
211011447	21101	211	2	171
211011448	21101	211	2	186
211011449	21101	211	2	47
211021261	21102	211	2	192
211021262	21102	211	2	138
211031263	21103	211	2	156
211031265	21103	211	2	191
211031266	21103	211	2	269
211031267	21103	211	2	247
211031268	21103	211	2	105
211031450	21103	211	2	204
211031451	21103	211	2	155
211031452	21103	211	2	57
211041269	21104	211	2	118
211041270	21104	211	2	214
211041271	21104	211	2	149
211041272	21104	211	2	117
211041273	21104	211	2	123
211051274	21105	211	2	129
211051275	21105	211	2	107
211051276	21105	211	2	195
211051277	21105	211	2	105
211051278	21105	211	2	222
211051279	21105	211	2	69
211051280	21105	211	2	80
211051281	21105	211	2	240
211051282	21105	211	2	143
211051283	21105	211	2	111
211051284	21105	211	2	106
211051285	21105	211	2	76
211051286	21105	211	2	262
212011289	21201	212	2	242
212011546	21201	212	2	257
212011547	21201	212	2	123
212011548	21201	212	2	129
212011549	21201	212	2	142
212011550	21201	212	2	58
212011551	21201	212	2	85
212011552	21201	212	2	273
212021293	21202	212	2	283
212021295	21202	212	2	142
212021297	21202	212	2	127
212021299	21202	212	2	93
212021453	21202	212	2	129
212021454	21202	212	2	151
212021455	21202	212	2	133
212021456	21202	212	2	168
212021553	21202	212	2	153
212021554	21202	212	2	108
212031300	21203	212	2	255
212031303	21203	212	2	202
212031304	21203	212	2	183
212031306	21203	212	2	134
212031308	21203	212	2	95
212031457	21203	212	2	117
212031458	21203	212	2	138
212031555	21203	212	2	89
212031556	21203	212	2	146
212031557	21203	212	2	182
212031558	21203	212	2	116
212031559	21203	212	2	97
212031560	21203	212	2	114
212031561	21203	212	2	116
212031562	21203	212	2	130
212041309	21204	212	2	129
212041310	21204	212	2	160
212041312	21204	212	2	258
212041313	21204	212	2	119
212041316	21204	212	2	83
212041317	21204	212	2	252
212041318	21204	212	2	124
212041459	21204	212	2	153
212041460	21204	212	2	204
212041563	21204	212	2	311
212041564	21204	212	2	196
212041565	21204	212	2	179
212041566	21204	212	2	135
212051319	21205	212	2	231
212051321	21205	212	2	213
212051322	21205	212	2	241
212051323	21205	212	2	180
212051324	21205	212	2	256
212051325	21205	212	2	225
212051326	21205	212	2	315
212051327	21205	212	2	204
212051567	21205	212	2	92
212051568	21205	212	2	145
213011328	21301	213	2	101
213011329	21301	213	2	102
213011331	21301	213	2	89
213011332	21301	213	2	156
213011333	21301	213	2	144
213011334	21301	213	2	220
213011335	21301	213	2	182
213011336	21301	213	2	135
213011337	21301	213	2	183
213011338	21301	213	2	207
213011339	21301	213	2	122
213011340	21301	213	2	182
213011569	21301	213	2	200
213011570	21301	213	2	89
213021341	21302	213	2	210
213021342	21302	213	2	225
213021343	21302	213	2	182
213021344	21302	213	2	266
213021345	21302	213	2	64
213021346	21302	213	2	264
213031347	21303	213	2	230
213031348	21303	213	2	265
213031349	21303	213	2	148
213031350	21303	213	2	115
213031351	21303	213	2	154
213031352	21303	213	2	206
213041353	21304	213	2	281
213041358	21304	213	2	222
213041359	21304	213	2	223
213041360	21304	213	2	160
213041461	21304	213	2	48
213041462	21304	213	2	46
213041463	21304	213	2	195
213041571	21304	213	2	86
213041572	21304	213	2	63
