year	layer	code	name	state
2011	SA1	1100140	1100140	1
2011	SA1	1100141	1100141	1
2011	SA1	1100142	1100142	1
2011	SA1	1100143	1100143	1
2011	SA1	1100144	1100144	1
2011	SA1	1100145	1100145	1
2011	SA1	1100146	1100146	1
2011	SA1	1100147	1100147	1
2011	SA1	1100148	1100148	1
2011	SA1	1100149	1100149	1
2011	SA1	1100150	1100150	1
2011	SA1	1100151	1100151	1
2011	SA1	1100152	1100152	1
2011	SA1	1100153	1100153	1
2011	SA1	1100154	1100154	1
2011	SA1	1100155	1100155	1
2011	SA1	1100156	1100156	1
2011	SA1	1100157	1100157	1
2011	SA1	1100158	1100158	1
2011	SA1	1100159	1100159	1
2011	SA1	1100160	1100160	1
2011	SA1	1100161	1100161	1
2011	SA1	1100201	1100201	1
2011	SA1	1100202	1100202	1
2011	SA1	1100203	1100203	1
2011	SA1	1100204	1100204	1
2011	SA1	1100205	1100205	1
2011	SA1	1100206	1100206	1
2011	SA1	1100207	1100207	1
2011	SA1	1100208	1100208	1
2011	SA1	1100209	1100209	1
2011	SA1	1100210	1100210	1
2011	SA1	1100211	1100211	1
2011	SA1	1100212	1100212	1
2011	SA1	1100213	1100213	1
2011	SA1	1100214	1100214	1
2011	SA1	1100215	1100215	1
2011	SA1	1100216	1100216	1
2011	SA1	1100217	1100217	1
2011	SA1	1100218	1100218	1
2011	SA1	1100219	1100219	1
2011	SA1	1100220	1100220	1
2011	SA1	1100221	1100221	1
2011	SA1	1100222	1100222	1
2011	SA1	1100223	1100223	1
2011	SA1	1100224	1100224	1
2011	SA1	1100225	1100225	1
2011	SA1	1100226	1100226	1
2011	SA1	1100227	1100227	1
2011	SA1	1100228	1100228	1
2011	SA1	1100229	1100229	1
2011	SA1	1100230	1100230	1
2011	SA1	1100231	1100231	1
2011	SA1	1100232	1100232	1
2011	SA1	1100233	1100233	1
2011	SA1	1100301	1100301	1
2011	SA1	1100302	1100302	1
2011	SA1	1100303	1100303	1
2011	SA1	1100304	1100304	1
2011	SA1	1100305	1100305	1
2011	SA1	1100306	1100306	1
2011	SA1	1100307	1100307	1
2011	SA1	1100308	1100308	1
2011	SA1	1100309	1100309	1
2011	SA1	1100310	1100310	1
2011	SA1	1100311	1100311	1
2011	SA1	1100312	1100312	1
2011	SA1	1100313	1100313	1
2011	SA1	1100314	1100314	1
2011	SA1	1100401	1100401	1
2011	SA1	1100402	1100402	1
2011	SA1	1100403	1100403	1
2011	SA1	1100404	1100404	1
2011	SA1	1100405	1100405	1
2011	SA1	1100406	1100406	1
2011	SA1	1100407	1100407	1
2011	SA1	1100408	1100408	1
2011	SA1	1100409	1100409	1
2011	SA1	1100410	1100410	1
2011	SA1	1100411	1100411	1
2011	SA1	1100412	1100412	1
2011	SA1	1100413	1100413	1
2011	SA1	1100414	1100414	1
2011	SA1	1100415	1100415	1
2011	SA1	1100416	1100416	1
2011	SA1	1100417	1100417	1
2011	SA1	1100418	1100418	1
2011	SA1	1100419	1100419	1
2011	SA1	1100420	1100420	1
2011	SA1	1100421	1100421	1
2011	SA1	1100422	1100422	1
2011	SA1	1100423	1100423	1
2011	SA1	1100424	1100424	1
2011	SA1	1100425	1100425	1
2011	SA1	1100426	1100426	1
2011	SA1	1100427	1100427	1
2011	SA1	1100428	1100428	1
2011	SA1	1100429	1100429	1
2011	SA1	1100430	1100430	1
2011	SA1	1100431	1100431	1
2011	SA1	1100432	1100432	1
2011	SA1	1100433	1100433	1
2011	SA1	1100434	1100434	1
2011	SA1	1100501	1100501	1
2011	SA1	1100502	1100502	1
2011	SA1	1100503	1100503	1
2011	SA1	1100504	1100504	1
2011	SA1	1100505	1100505	1
2011	SA1	1100506	1100506	1
2011	SA1	1100507	1100507	1
2011	SA1	1100508	1100508	1
2011	SA1	1100509	1100509	1
2011	SA1	1100510	1100510	1
2011	SA1	1100511	1100511	1
2011	SA1	1100512	1100512	1
2011	SA1	1100513	1100513	1
2011	SA1	1100514	1100514	1
2011	SA1	1100515	1100515	1
2011	SA1	1100516	1100516	1
2011	SA1	1100517	1100517	1
2011	SA1	1100518	1100518	1
2011	SA1	1100519	1100519	1
2011	SA1	1100520	1100520	1
2011	SA1	1100521	1100521	1
2011	SA1	1100522	1100522	1
2011	SA1	1100523	1100523	1
2011	SA1	1100524	1100524	1
2011	SA1	1100525	1100525	1
2011	SA1	1100526	1100526	1
2011	SA1	1100527	1100527	1
2011	SA1	1100528	1100528	1
2011	SA1	1100529	1100529	1
2011	SA1	1100530	1100530	1
2011	SA1	1100601	1100601	1
2011	SA1	1100602	1100602	1
2011	SA1	1100603	1100603	1
2011	SA1	1100604	1100604	1
2011	SA1	1100605	1100605	1
2011	SA1	1100606	1100606	1
2011	SA1	1100607	1100607	1
2011	SA1	1100608	1100608	1
2011	SA1	1100609	1100609	1
2011	SA1	1100610	1100610	1
2011	SA1	1100611	1100611	1
2011	SA1	1100612	1100612	1
2011	SA1	1100613	1100613	1
2011	SA1	1100614	1100614	1
2011	SA1	1100615	1100615	1
2011	SA1	1100616	1100616	1
2011	SA1	1100617	1100617	1
2011	SA1	1100618	1100618	1
2011	SA1	1100619	1100619	1
2011	SA1	1100620	1100620	1
2011	SA1	1100621	1100621	1
2011	SA1	1100701	1100701	1
2011	SA1	1100702	1100702	1
2011	SA1	1100703	1100703	1
2011	SA1	1100704	1100704	1
2011	SA1	1100705	1100705	1
2011	SA1	1100706	1100706	1
2011	SA1	1100707	1100707	1
2011	SA1	1100708	1100708	1
2011	SA1	1100709	1100709	1
2011	SA1	1100710	1100710	1
2011	SA1	1100801	1100801	1
2011	SA1	1100802	1100802	1
2011	SA1	1100803	1100803	1
2011	SA1	1100804	1100804	1
2011	SA1	1100805	1100805	1
2011	SA1	1100806	1100806	1
2011	SA1	1100807	1100807	1
2011	SA1	1100808	1100808	1
2011	SA1	1100809	1100809	1
2011	SA1	1100810	1100810	1
2011	SA1	1100811	1100811	1
2011	SA1	1100812	1100812	1
2011	SA1	1100813	1100813	1
2011	SA1	1100814	1100814	1
2011	SA1	1100815	1100815	1
2011	SA1	1100816	1100816	1
2011	SA1	1100817	1100817	1
2011	SA1	1100818	1100818	1
2011	SA1	1100819	1100819	1
2011	SA1	1100820	1100820	1
2011	SA1	1100821	1100821	1
2011	SA1	1100822	1100822	1
2011	SA1	1100823	1100823	1
2011	SA1	1100901	1100901	1
2011	SA1	1100902	1100902	1
2011	SA1	1100903	1100903	1
2011	SA1	1100904	1100904	1
2011	SA1	1100905	1100905	1
2011	SA1	1100906	1100906	1
2011	SA1	1100907	1100907	1
2011	SA1	1100908	1100908	1
2011	SA1	1100909	1100909	1
2011	SA1	1100910	1100910	1
2011	SA1	1100911	1100911	1
2011	SA1	1100912	1100912	1
2011	SA1	1100913	1100913	1
2011	SA1	1100914	1100914	1
2011	SA1	1100915	1100915	1
2011	SA1	1100916	1100916	1
2011	SA1	1100917	1100917	1
2011	SA1	1100918	1100918	1
2011	SA1	1100919	1100919	1
2011	SA1	1100920	1100920	1
2011	SA1	1100921	1100921	1
2011	SA1	1100922	1100922	1
2011	SA1	1101001	1101001	1
2011	SA1	1101002	1101002	1
2011	SA1	1101003	1101003	1
2011	SA1	1101004	1101004	1
2011	SA1	1101005	1101005	1
2011	SA1	1101006	1101006	1
2011	SA1	1101007	1101007	1
2011	SA1	1101008	1101008	1
2011	SA1	1101009	1101009	1
2011	SA1	1101010	1101010	1
2011	SA1	1101011	1101011	1
2011	SA1	1101012	1101012	1
2011	SA1	1101013	1101013	1
2011	SA1	1101014	1101014	1
2011	SA1	1101015	1101015	1
2011	SA1	1101101	1101101	1
2011	SA1	1101102	1101102	1
2011	SA1	1101103	1101103	1
2011	SA1	1101104	1101104	1
2011	SA1	1101105	1101105	1
2011	SA1	1101106	1101106	1
2011	SA1	1101107	1101107	1
2011	SA1	1101108	1101108	1
2011	SA1	1101109	1101109	1
2011	SA1	1101110	1101110	1
2011	SA1	1101111	1101111	1
2011	SA1	1101112	1101112	1
2011	SA1	1101113	1101113	1
2011	SA1	1101114	1101114	1
2011	SA1	1101115	1101115	1
2011	SA1	1101116	1101116	1
2011	SA1	1101117	1101117	1
2011	SA1	1101118	1101118	1
2011	SA1	1101119	1101119	1
2011	SA1	1101120	1101120	1
2011	SA1	1101121	1101121	1
2011	SA1	1101122	1101122	1
2011	SA1	1101123	1101123	1
2011	SA1	1101124	1101124	1
2011	SA1	1101125	1101125	1
2011	SA1	1101126	1101126	1
2011	SA1	1101127	1101127	1
2011	SA1	1101128	1101128	1
2011	SA1	1101129	1101129	1
2011	SA1	1101130	1101130	1
2011	SA1	1101131	1101131	1
2011	SA1	1101132	1101132	1
2011	SA1	1101133	1101133	1
2011	SA1	1101134	1101134	1
2011	SA1	1101135	1101135	1
2011	SA1	1101136	1101136	1
2011	SA1	1101137	1101137	1
2011	SA1	1101138	1101138	1
2011	SA1	1101139	1101139	1
2011	SA1	1101140	1101140	1
2011	SA1	1101201	1101201	1
2011	SA1	1101202	1101202	1
2011	SA1	1101203	1101203	1
2011	SA1	1101204	1101204	1
2011	SA1	1101205	1101205	1
2011	SA1	1101206	1101206	1
2011	SA1	1101207	1101207	1
2011	SA1	1101208	1101208	1
2011	SA1	1101209	1101209	1
2011	SA1	1101210	1101210	1
2011	SA1	1101211	1101211	1
2011	SA1	1101212	1101212	1
2011	SA1	1101213	1101213	1
2011	SA1	1101214	1101214	1
2011	SA1	1101215	1101215	1
2011	SA1	1101216	1101216	1
2011	SA1	1101217	1101217	1
2011	SA1	1101218	1101218	1
2011	SA1	1101219	1101219	1
2011	SA1	1101220	1101220	1
2011	SA1	1101221	1101221	1
2011	SA1	1101222	1101222	1
2011	SA1	1101223	1101223	1
2011	SA1	1101224	1101224	1
2011	SA1	1101225	1101225	1
2011	SA1	1101226	1101226	1
2011	SA1	1101227	1101227	1
2011	SA1	1101228	1101228	1
2011	SA1	1101229	1101229	1
2011	SA1	1101230	1101230	1
2011	SA1	1101231	1101231	1
2011	SA1	1101232	1101232	1
2011	SA1	1101301	1101301	1
2011	SA1	1101302	1101302	1
2011	SA1	1101303	1101303	1
2011	SA1	1101304	1101304	1
2011	SA1	1101305	1101305	1
2011	SA1	1101306	1101306	1
2011	SA1	1101307	1101307	1
2011	SA1	1101308	1101308	1
2011	SA1	1101401	1101401	1
2011	SA1	1101402	1101402	1
2011	SA1	1101403	1101403	1
2011	SA1	1101404	1101404	1
2011	SA1	1101405	1101405	1
2011	SA1	1101406	1101406	1
2011	SA1	1101407	1101407	1
2011	SA1	1101408	1101408	1
2011	SA1	1101409	1101409	1
2011	SA1	1101410	1101410	1
2011	SA1	1101411	1101411	1
2011	SA1	1101412	1101412	1
2011	SA1	1101413	1101413	1
2011	SA1	1101414	1101414	1
2011	SA1	1101415	1101415	1
2011	SA1	1101416	1101416	1
2011	SA1	1101417	1101417	1
2011	SA1	1101418	1101418	1
2011	SA1	1101501	1101501	1
2011	SA1	1101502	1101502	1
2011	SA1	1101503	1101503	1
2011	SA1	1101504	1101504	1
2011	SA1	1101505	1101505	1
2011	SA1	1101506	1101506	1
2011	SA1	1101507	1101507	1
2011	SA1	1101508	1101508	1
2011	SA1	1101509	1101509	1
2011	SA1	1101510	1101510	1
2011	SA1	1101511	1101511	1
2011	SA1	1101512	1101512	1
2011	SA1	1101513	1101513	1
2011	SA1	1101601	1101601	1
2011	SA1	1101602	1101602	1
2011	SA1	1101603	1101603	1
2011	SA1	1101604	1101604	1
2011	SA1	1101605	1101605	1
2011	SA1	1101606	1101606	1
2011	SA1	1101607	1101607	1
2011	SA1	1101608	1101608	1
2011	SA1	1101609	1101609	1
2011	SA1	1101610	1101610	1
2011	SA1	1101611	1101611	1
2011	SA1	1101612	1101612	1
2011	SA1	1101613	1101613	1
2011	SA1	1101614	1101614	1
2011	SA1	1101615	1101615	1
2011	SA1	1101616	1101616	1
2011	SA1	1101617	1101617	1
2011	SA1	1101618	1101618	1
2011	SA1	1101619	1101619	1
2011	SA1	1101620	1101620	1
2011	SA1	1101701	1101701	1
2011	SA1	1101702	1101702	1
2011	SA1	1101703	1101703	1
2011	SA1	1101704	1101704	1
2011	SA1	1101705	1101705	1
2011	SA1	1101706	1101706	1
2011	SA1	1101707	1101707	1
2011	SA1	1101708	1101708	1
2011	SA1	1101709	1101709	1
2011	SA1	1101710	1101710	1
2011	SA1	1101711	1101711	1
2011	SA1	1101712	1101712	1
2011	SA1	1101713	1101713	1
2011	SA1	1101714	1101714	1
2011	SA1	1101715	1101715	1
2011	SA1	1101716	1101716	1
2011	SA1	1101717	1101717	1
2011	SA1	1101718	1101718	1
2011	SA1	1101719	1101719	1
2011	SA1	1101720	1101720	1
2011	SA1	1101721	1101721	1
2011	SA1	1101722	1101722	1
2011	SA1	1101801	1101801	1
2011	SA1	1101802	1101802	1
2011	SA1	1101803	1101803	1
2011	SA1	1101804	1101804	1
2011	SA1	1101805	1101805	1
2011	SA1	1101806	1101806	1
2011	SA1	1101807	1101807	1
2011	SA1	1101808	1101808	1
2011	SA1	1101809	1101809	1
2011	SA1	1101810	1101810	1
2011	SA1	1101811	1101811	1
2011	SA1	1101812	1101812	1
2011	SA1	1101813	1101813	1
2011	SA1	1101814	1101814	1
2011	SA1	1101815	1101815	1
2011	SA1	1101816	1101816	1
2011	SA1	1101817	1101817	1
2011	SA1	1101818	1101818	1
2011	SA1	1101819	1101819	1
2011	SA1	1101820	1101820	1
2011	SA1	1101821	1101821	1
2011	SA1	1101822	1101822	1
2011	SA1	1101823	1101823	1
2011	SA1	1101824	1101824	1
2011	SA1	1101901	1101901	1
2011	SA1	1101902	1101902	1
2011	SA1	1101903	1101903	1
2011	SA1	1101904	1101904	1
2011	SA1	1101905	1101905	1
2011	SA1	1101906	1101906	1
2011	SA1	1101907	1101907	1
2011	SA1	1101908	1101908	1
2011	SA1	1101909	1101909	1
2011	SA1	1101910	1101910	1
2011	SA1	1101911	1101911	1
2011	SA1	1101912	1101912	1
2011	SA1	1101913	1101913	1
2011	SA1	1101914	1101914	1
2011	SA1	1101915	1101915	1
2011	SA1	1101916	1101916	1
2011	SA1	1101917	1101917	1
2011	SA1	1101918	1101918	1
2011	SA1	1101919	1101919	1
2011	SA1	1101920	1101920	1
2011	SA1	1101921	1101921	1
2011	SA1	1101922	1101922	1
2011	SA1	1102001	1102001	1
2011	SA1	1102002	1102002	1
2011	SA1	1102003	1102003	1
2011	SA1	1102004	1102004	1
2011	SA1	1102005	1102005	1
2011	SA1	1102006	1102006	1
2011	SA1	1102007	1102007	1
2011	SA1	1102008	1102008	1
2011	SA1	1102009	1102009	1
2011	SA1	1102010	1102010	1
2011	SA1	1102011	1102011	1
2011	SA1	1102012	1102012	1
2011	SA1	1102013	1102013	1
2011	SA1	1102014	1102014	1
2011	SA1	1102015	1102015	1
2011	SA1	1102016	1102016	1
2011	SA1	1102017	1102017	1
2011	SA1	1102018	1102018	1
2011	SA1	1102019	1102019	1
2011	SA1	1102020	1102020	1
2011	SA1	1102021	1102021	1
2011	SA1	1102022	1102022	1
2011	SA1	1102023	1102023	1
2011	SA1	1102024	1102024	1
2011	SA1	1102025	1102025	1
2011	SA1	1102026	1102026	1
2011	SA1	1102027	1102027	1
2011	SA1	1102028	1102028	1
2011	SA1	1102029	1102029	1
2011	SA1	1102030	1102030	1
2011	SA1	1102031	1102031	1
2011	SA1	1102032	1102032	1
2011	SA1	1102101	1102101	1
2011	SA1	1102102	1102102	1
2011	SA1	1102103	1102103	1
2011	SA1	1102104	1102104	1
2011	SA1	1102105	1102105	1
2011	SA1	1102106	1102106	1
2011	SA1	1102107	1102107	1
2011	SA1	1102201	1102201	1
2011	SA1	1102301	1102301	1
2011	SA1	1102302	1102302	1
2011	SA1	1102303	1102303	1
2011	SA1	1102304	1102304	1
2011	SA1	1102305	1102305	1
2011	SA1	1102306	1102306	1
2011	SA1	1102307	1102307	1
2011	SA1	1102308	1102308	1
2011	SA1	1102309	1102309	1
2011	SA1	1102310	1102310	1
2011	SA1	1102401	1102401	1
2011	SA1	1102402	1102402	1
2011	SA1	1102403	1102403	1
2011	SA1	1102404	1102404	1
2011	SA1	1102405	1102405	1
2011	SA1	1102406	1102406	1
2011	SA1	1102407	1102407	1
2011	SA1	1102408	1102408	1
2011	SA1	1102409	1102409	1
2011	SA1	1102410	1102410	1
2011	SA1	1102411	1102411	1
2011	SA1	1102412	1102412	1
2011	SA1	1102501	1102501	1
2011	SA1	1102502	1102502	1
2011	SA1	1102503	1102503	1
2011	SA1	1102504	1102504	1
2011	SA1	1102505	1102505	1
2011	SA1	1102506	1102506	1
2011	SA1	1102507	1102507	1
2011	SA1	1102508	1102508	1
2011	SA1	1102509	1102509	1
2011	SA1	1102510	1102510	1
2011	SA1	1102511	1102511	1
2011	SA1	1102512	1102512	1
2011	SA1	1102513	1102513	1
2011	SA1	1102514	1102514	1
2011	SA1	1102515	1102515	1
2011	SA1	1102516	1102516	1
2011	SA1	1102517	1102517	1
2011	SA1	1102518	1102518	1
2011	SA1	1102519	1102519	1
2011	SA1	1102520	1102520	1
2011	SA1	1102521	1102521	1
2011	SA1	1102522	1102522	1
2011	SA1	1102523	1102523	1
2011	SA1	1102524	1102524	1
2011	SA1	1102525	1102525	1
2011	SA1	1102526	1102526	1
2011	SA1	1102527	1102527	1
2011	SA1	1102528	1102528	1
2011	SA1	1102529	1102529	1
2011	SA1	1102530	1102530	1
2011	SA1	1102601	1102601	1
2011	SA1	1102602	1102602	1
2011	SA1	1102603	1102603	1
2011	SA1	1102604	1102604	1
2011	SA1	1102605	1102605	1
2011	SA1	1102606	1102606	1
2011	SA1	1102607	1102607	1
2011	SA1	1102608	1102608	1
2011	SA1	1102609	1102609	1
2011	SA1	1102610	1102610	1
2011	SA1	1102611	1102611	1
2011	SA1	1102612	1102612	1
2011	SA1	1102613	1102613	1
2011	SA1	1102614	1102614	1
2011	SA1	1102615	1102615	1
2011	SA1	1102616	1102616	1
2011	SA1	1102617	1102617	1
2011	SA1	1102618	1102618	1
2011	SA1	1102619	1102619	1
2011	SA1	1102620	1102620	1
2011	SA1	1102621	1102621	1
2011	SA1	1102622	1102622	1
2011	SA1	1102623	1102623	1
2011	SA1	1102701	1102701	1
2011	SA1	1102702	1102702	1
2011	SA1	1102703	1102703	1
2011	SA1	1102704	1102704	1
2011	SA1	1102705	1102705	1
2011	SA1	1102706	1102706	1
2011	SA1	1102707	1102707	1
2011	SA1	1102708	1102708	1
2011	SA1	1102709	1102709	1
2011	SA1	1102710	1102710	1
2011	SA1	1102711	1102711	1
2011	SA1	1102712	1102712	1
2011	SA1	1102713	1102713	1
2011	SA1	1102714	1102714	1
2011	SA1	1102715	1102715	1
2011	SA1	1102716	1102716	1
2011	SA1	1102717	1102717	1
2011	SA1	1102718	1102718	1
2011	SA1	1102719	1102719	1
2011	SA1	1102720	1102720	1
2011	SA1	1102721	1102721	1
2011	SA1	1102722	1102722	1
2011	SA1	1102723	1102723	1
2011	SA1	1102724	1102724	1
2011	SA1	1102725	1102725	1
2011	SA1	1102726	1102726	1
2011	SA1	1102727	1102727	1
2011	SA1	1102728	1102728	1
2011	SA1	1102729	1102729	1
2011	SA1	1102801	1102801	1
2011	SA1	1102802	1102802	1
2011	SA1	1102803	1102803	1
2011	SA1	1102804	1102804	1
2011	SA1	1102805	1102805	1
2011	SA1	1102806	1102806	1
2011	SA1	1102807	1102807	1
2011	SA1	1102808	1102808	1
2011	SA1	1102809	1102809	1
2011	SA1	1102810	1102810	1
2011	SA1	1102811	1102811	1
2011	SA1	1102812	1102812	1
2011	SA1	1102813	1102813	1
2011	SA1	1102814	1102814	1
2011	SA1	1102815	1102815	1
2011	SA1	1102816	1102816	1
2011	SA1	1102817	1102817	1
2011	SA1	1102818	1102818	1
2011	SA1	1102901	1102901	1
2011	SA1	1102902	1102902	1
2011	SA1	1102903	1102903	1
2011	SA1	1102904	1102904	1
2011	SA1	1102905	1102905	1
2011	SA1	1102906	1102906	1
2011	SA1	1102907	1102907	1
2011	SA1	1102908	1102908	1
2011	SA1	1102909	1102909	1
2011	SA1	1102910	1102910	1
2011	SA1	1102911	1102911	1
2011	SA1	1102912	1102912	1
2011	SA1	1102913	1102913	1
2011	SA1	1102914	1102914	1
2011	SA1	1102915	1102915	1
2011	SA1	1102916	1102916	1
2011	SA1	1102917	1102917	1
2011	SA1	1102918	1102918	1
2011	SA1	1102919	1102919	1
2011	SA1	1102920	1102920	1
2011	SA1	1102921	1102921	1
2011	SA1	1102922	1102922	1
2011	SA1	1102923	1102923	1
2011	SA1	1102924	1102924	1
2011	SA1	1102925	1102925	1
2011	SA1	1102926	1102926	1
2011	SA1	1102927	1102927	1
2011	SA1	1102928	1102928	1
2011	SA1	1103001	1103001	1
2011	SA1	1103002	1103002	1
2011	SA1	1103003	1103003	1
2011	SA1	1103004	1103004	1
2011	SA1	1103005	1103005	1
2011	SA1	1103006	1103006	1
2011	SA1	1103007	1103007	1
2011	SA1	1103008	1103008	1
2011	SA1	1103009	1103009	1
2011	SA1	1103010	1103010	1
2011	SA1	1103011	1103011	1
2011	SA1	1103012	1103012	1
2011	SA1	1103101	1103101	1
2011	SA1	1103102	1103102	1
2011	SA1	1103103	1103103	1
2011	SA1	1103104	1103104	1
2011	SA1	1103105	1103105	1
2011	SA1	1103106	1103106	1
2011	SA1	1103107	1103107	1
2011	SA1	1103108	1103108	1
2011	SA1	1103109	1103109	1
2011	SA1	1103110	1103110	1
2011	SA1	1103111	1103111	1
2011	SA1	1103112	1103112	1
2011	SA1	1103113	1103113	1
2011	SA1	1103114	1103114	1
2011	SA1	1103115	1103115	1
2011	SA1	1103116	1103116	1
2011	SA1	1103117	1103117	1
2011	SA1	1103118	1103118	1
2011	SA1	1103119	1103119	1
2011	SA1	1103120	1103120	1
2011	SA1	1103121	1103121	1
2011	SA1	1103122	1103122	1
2011	SA1	1103123	1103123	1
2011	SA1	1103124	1103124	1
2011	SA1	1103125	1103125	1
2011	SA1	1103126	1103126	1
2011	SA1	1103127	1103127	1
2011	SA1	1103128	1103128	1
2011	SA1	1103129	1103129	1
2011	SA1	1103130	1103130	1
2011	SA1	1103131	1103131	1
2011	SA1	1103132	1103132	1
2011	SA1	1103133	1103133	1
2011	SA1	1103134	1103134	1
2011	SA1	1103135	1103135	1
2011	SA1	1103136	1103136	1
2011	SA1	1103137	1103137	1
2011	SA1	1103138	1103138	1
2011	SA1	1103201	1103201	1
2011	SA1	1103202	1103202	1
2011	SA1	1103203	1103203	1
2011	SA1	1103204	1103204	1
2011	SA1	1103205	1103205	1
2011	SA1	1103206	1103206	1
2011	SA1	1103207	1103207	1
2011	SA1	1103208	1103208	1
2011	SA1	1103209	1103209	1
2011	SA1	1103210	1103210	1
2011	SA1	1103211	1103211	1
2011	SA1	1103212	1103212	1
2011	SA1	1103213	1103213	1
2011	SA1	1103214	1103214	1
2011	SA1	1103215	1103215	1
2011	SA1	1103216	1103216	1
2011	SA1	1103217	1103217	1
2011	SA1	1103218	1103218	1
2011	SA1	1103219	1103219	1
2011	SA1	1103220	1103220	1
2011	SA1	1103221	1103221	1
2011	SA1	1103222	1103222	1
2011	SA1	1103223	1103223	1
2011	SA1	1103224	1103224	1
2011	SA1	1103225	1103225	1
2011	SA1	1103226	1103226	1
2011	SA1	1103227	1103227	1
2011	SA1	1103228	1103228	1
2011	SA1	1103229	1103229	1
2011	SA1	1103230	1103230	1
2011	SA1	1103231	1103231	1
2011	SA1	1103232	1103232	1
2011	SA1	1103233	1103233	1
2011	SA1	1103234	1103234	1
2011	SA1	1103235	1103235	1
2011	SA1	1103236	1103236	1
2011	SA1	1103237	1103237	1
2011	SA1	1103238	1103238	1
2011	SA1	1103239	1103239	1
2011	SA1	1103240	1103240	1
2011	SA1	1103241	1103241	1
2011	SA1	1103242	1103242	1
2011	SA1	1103243	1103243	1
2011	SA1	1103244	1103244	1
2011	SA1	1103301	1103301	1
2011	SA1	1103302	1103302	1
2011	SA1	1103303	1103303	1
2011	SA1	1103304	1103304	1
