"frame_id","display_order","code","label","value_kind"
"ACLD005",41,"40","40 years","substantive"
"ACLD005",42,"41","41 years","substantive"
"ACLD005",43,"42","42 years","substantive"
"ACLD005",44,"43","43 years","substantive"
"ACLD005",45,"44","44 years","substantive"
"ACLD005",46,"45","45 years","substantive"
"ACLD005",47,"46","46 years","substantive"
"ACLD005",48,"47","47 years","substantive"
"ACLD005",49,"48","48 years","substantive"
"ACLD005",50,"49","49 years","substantive"
"ACLD005",51,"50","50 years","substantive"
"ACLD005",52,"51","51 years","substantive"
"ACLD005",53,"52","52 years","substantive"
"ACLD005",54,"53","53 years","substantive"
"ACLD005",55,"54","54 years","substantive"
"ACLD005",56,"55","55 years","substantive"
"ACLD005",57,"56","56 years","substantive"
"ACLD005",58,"57","57 years","substantive"
"ACLD005",59,"58","58 years","substantive"
"ACLD005",60,"59","59 years","substantive"
"ACLD005",61,"60","60 years","substantive"
"ACLD005",62,"61","61 years","substantive"
"ACLD005",63,"62","62 years","substantive"
"ACLD005",64,"63","63 years","substantive"
"ACLD005",65,"64","64 years","substantive"
"ACLD005",66,"65","65 years","substantive"
"ACLD005",67,"66","66 years","substantive"
"ACLD005",68,"67","67 years","substantive"
"ACLD005",69,"68","68 years","substantive"
"ACLD005",70,"69","69 years","substantive"
"ACLD005",71,"70","70 years","substantive"
"ACLD005",72,"71","71 years","substantive"
"ACLD005",73,"72","72 years","substantive"
"ACLD005",74,"73","73 years","substantive"
"ACLD005",75,"74","74 years","substantive"
"ACLD005",76,"75","75 years","substantive"
"ACLD005",77,"76","76 years","substantive"
"ACLD005",78,"77","77 years","substantive"
"ACLD005",79,"78","78 years","substantive"
"ACLD005",80,"79","79 years","substantive"
"ACLD005",81,"80","80 years","substantive"
"ACLD005",82,"81","81 years","substantive"
"ACLD005",83,"82","82 years","substantive"
"ACLD005",84,"83","83 years","substantive"
"ACLD005",85,"84","84 years","substantive"
"ACLD005",86,"85","85 years and over","substantive"
"ACLD005",87,"999","Unlinked record","unlinked"
"ACLD006",1,"1","15-19 years","substantive"
"ACLD006",2,"2","20-24 years","substantive"
"ACLD006",3,"3","25-29 years","substantive"
"ACLD006",4,"4","30-34 years","substantive"
"ACLD006",5,"5","35-39 years","substantive"
"ACLD006",6,"6","40-44 years","substantive"
"ACLD006",7,"7","45-49 years","substantive"
"ACLD006",8,"8","50-54 years","substantive"
"ACLD006",9,"9","55-59 years","substantive"
"ACLD006",10,"10","60-64 years","substantive"
"ACLD006",11,"11","65-69 years","substantive"
"ACLD006",12,"12","70-74 years","substantive"
"ACLD006",13,"13","75-79 years","substantive"
"ACLD006",14,"14","80-84 years","substantive"
"ACLD006",15,"15","85 years and over","substantive"
"ACLD006",16,"998","Not applicable","not_applicable"
"ACLD006",17,"999","Unlinked record","unlinked"
"ACLD007",1,"0","Arrived age 0","substantive"
"ACLD007",2,"1","Arrived age 1","substantive"
"ACLD007",3,"2","Arrived age 2","substantive"
"ACLD007",4,"3","Arrived age 3","substantive"
"ACLD007",5,"4","Arrived age 4","substantive"
"ACLD007",6,"5","Arrived age 5","substantive"
"ACLD007",7,"6","Arrived age 6","substantive"
"ACLD007",8,"7","Arrived age 7","substantive"
"ACLD007",9,"8","Arrived age 8","substantive"
"ACLD007",10,"9","Arrived age 9","substantive"
"ACLD007",11,"10","Arrived age 10","substantive"
"ACLD007",12,"11","Arrived age 11","substantive"
"ACLD007",13,"12","Arrived age 12","substantive"
"ACLD007",14,"13","Arrived age 13","substantive"
"ACLD007",15,"14","Arrived age 14","substantive"
"ACLD007",16,"15","Arrived age 15","substantive"
"ACLD007",17,"16","Arrived age 16","substantive"
"ACLD007",18,"17","Arrived age 17","substantive"
"ACLD007",19,"18","Arrived age 18","substantive"
"ACLD007",20,"19","Arrived age 19","substantive"
"ACLD007",21,"20","Arrived age 20","substantive"
"ACLD007",22,"21","Arrived age 21","substantive"
"ACLD007",23,"22","Arrived age 22","substantive"
"ACLD007",24,"23","Arrived age 23","substantive"
"ACLD007",25,"24","Arrived age 24","substantive"
"ACLD007",26,"25","Arrived age 25","substantive"
"ACLD007",27,"26","Arrived age 26","substantive"
"ACLD007",28,"27","Arrived age 27","substantive"
"ACLD007",29,"28","Arrived age 28","substantive"
"ACLD007",30,"29","Arrived age 29","substantive"
"ACLD007",31,"30","Arrived age 30","substantive"
"ACLD007",32,"31","Arrived age 31","substantive"
"ACLD007",33,"32","Arrived age 32","substantive"
"ACLD007",34,"33","Arrived age 33","substantive"
"ACLD007",35,"34","Arrived age 34","substantive"
"ACLD007",36,"35","Arrived age 35","substantive"
"ACLD007",37,"36","Arrived age 36","substantive"
"ACLD007",38,"37","Arrived age 37","substantive"
"ACLD007",39,"38","Arrived age 38","substantive"
"ACLD007",40,"39","Arrived age 39","substantive"
"ACLD007",41,"40","Arrived age 40","substantive"
"ACLD007",42,"41","Arrived age 41","substantive"
"ACLD007",43,"42","Arrived age 42","substantive"
"ACLD007",44,"43","Arrived age 43","substantive"
"ACLD007",45,"44","Arrived age 44","substantive"
"ACLD007",46,"45","Arrived age 45","substantive"
"ACLD007",47,"46","Arrived age 46","substantive"
"ACLD007",48,"47","Arrived age 47","substantive"
"ACLD007",49,"48","Arrived age 48","substantive"
"ACLD007",50,"49","Arrived age 49","substantive"
"ACLD007",51,"50","Arrived age 50","substantive"
"ACLD007",52,"51","Arrived age 51","substantive"
"ACLD007",53,"52","Arrived age 52","substantive"
"ACLD007",54,"53","Arrived age 53","substantive"
"ACLD007",55,"54","Arrived age 54","substantive"
"ACLD007",56,"55","Arrived age 55","substantive"
"ACLD007",57,"56","Arrived age 56","substantive"
"ACLD007",58,"57","Arrived age 57","substantive"
"ACLD007",59,"58","Arrived age 58","substantive"
"ACLD007",60,"59","Arrived age 59","substantive"
"ACLD007",61,"60","Arrived age 60","substantive"
"ACLD007",62,"61","Arrived age 61","substantive"
"ACLD007",63,"62","Arrived age 62","substantive"
"ACLD007",64,"63","Arrived age 63","substantive"
"ACLD007",65,"64","Arrived age 64","substantive"
"ACLD007",66,"65","Arrived age 65","substantive"
"ACLD007",67,"66","Arrived age 66","substantive"
"ACLD007",68,"67","Arrived age 67","substantive"
"ACLD007",69,"68","Arrived age 68","substantive"
"ACLD007",70,"69","Arrived age 69","substantive"
"ACLD007",71,"70","Arrived age 70","substantive"
"ACLD007",72,"71","Arrived age 71","substantive"
"ACLD007",73,"72","Arrived age 72","substantive"
"ACLD007",74,"73","Arrived age 73","substantive"
"ACLD007",75,"74","Arrived age 74","substantive"
"ACLD007",76,"75","Arrived age 75","substantive"
"ACLD007",77,"76","Arrived age 76","substantive"
"ACLD007",78,"77","Arrived age 77","substantive"
"ACLD007",79,"78","Arrived age 78","substantive"
"ACLD007",80,"79","Arrived age 79","substantive"
"ACLD007",81,"80","Arrived age 80","substantive"
"ACLD007",82,"81","Arrived age 81","substantive"
"ACLD007",83,"82","Arrived age 82","substantive"
"ACLD007",84,"83","Arrived age 83","substantive"
"ACLD007",85,"84","Arrived age 84","substantive"
"ACLD007",86,"85","Arrived age 85 and over","substantive"
"ACLD007",87,"997","Not stated","not_stated"
"ACLD007",88,"998","Not applicable","not_applicable"
"ACLD007",89,"999","Unlinked record","unlinked"
"ACLD008",1,"4 Digits","2901.0 Census Dictionary 2011, ANC1P/ANC2P/ANCP","external_reference"
"ACLD008",2,"99997","Not stated","not_stated"
"ACLD008",3,"99998","Not applicable","not_applicable"
"ACLD008",4,"99999","Unlinked record","unlinked"
"ACLD009",1,"4 Digits","2901.0 Census Dictionary 2016, ANC1P/ANC2P/ANCP","external_reference"
"ACLD009",2,"99997","Not stated","not_stated"
"ACLD009",3,"99998","Not applicable","not_applicable"
"ACLD009",4,"99999","Unlinked record","unlinked"
"ACLD010",1,"4 Digits","Ancestry 1st response (ANC1P) | Australian Bureau of Statistics (abs.gov.au)","external_reference"
"ACLD010",2,"99997","Not stated","not_stated"
"ACLD010",3,"99998","Not applicable","not_applicable"
"ACLD010",4,"99999","Unlinked record","unlinked"
"ACLD011",1,"4 Digits","Ancestry 2nd response (ANC2P) | Australian Bureau of Statistics (abs.gov.au)","external_reference"
"ACLD011",2,"99997","Not stated","not_stated"
"ACLD011",3,"99998","Not applicable","not_applicable"
"ACLD011",4,"99999","Unlinked record","unlinked"
"ACLD012",1,"0","Zero years","substantive"
"ACLD012",2,"1","One year","substantive"
"ACLD012",3,"2","Two years","substantive"
"ACLD012",4,"3","Three years","substantive"
"ACLD012",5,"4","Four years","substantive"
"ACLD012",6,"5","Five years","substantive"
"ACLD012",7,"6","Six  years","substantive"
"ACLD012",8,"7","Seven years","substantive"
"ACLD012",9,"8","Eight years","substantive"
"ACLD012",10,"9","Nine years","substantive"
"ACLD012",11,"10","Ten years","substantive"
"ACLD012",12,"11","Eleven years","substantive"
"ACLD012",13,"12","Twelve years","substantive"
"ACLD012",14,"13","Thirteen years","substantive"
"ACLD012",15,"14","Fourteen years","substantive"
"ACLD012",16,"998","Not applicable","not_applicable"
"ACLD012",17,"999","Unlinked record","unlinked"
"ACLD013",1,"0-14","0 to 14 years of age singly","range"
"ACLD013",2,"998","Not applicable","not_applicable"
"ACLD013",3,"999","Unlinked record","unlinked"
"ACLD014",1,"0","Age less than one","substantive"
"ACLD014",2,"1","One year","substantive"
"ACLD014",3,"2","Two years","substantive"
"ACLD014",4,"3","Three years","substantive"
"ACLD014",5,"4","Four years","substantive"
"ACLD014",6,"5","Five years","substantive"
"ACLD014",7,"6","Six years","substantive"
"ACLD014",8,"7","Seven years","substantive"
"ACLD014",9,"8","Eight years","substantive"
"ACLD014",10,"9","Nine years","substantive"
"ACLD014",11,"10","Ten years","substantive"
"ACLD014",12,"11","Eleven years","substantive"
"ACLD014",13,"12","Twelve years","substantive"
"ACLD014",14,"13","Thirteen years","substantive"
"ACLD014",15,"14","Fourteen years","substantive"
"ACLD014",16,"998","Not applicable","not_applicable"
"ACLD014",17,"999","Unlinked record","unlinked"
"ACLD015",1,"1","0-9 years","substantive"
"ACLD015",2,"2","10-19 years","substantive"
"ACLD015",3,"3","20-29 years","substantive"
"ACLD015",4,"4","30-39 years","substantive"
"ACLD015",5,"5","40-49 years","substantive"
"ACLD015",6,"6","50-59 years","substantive"
"ACLD015",7,"7","60-69 years","substantive"
"ACLD015",8,"8","70-79 years","substantive"
"ACLD015",9,"9","80 years and over","substantive"
"ACLD015",10,"98","Not applicable","not_applicable"
"ACLD015",11,"99","Unlinked record","unlinked"
"ACLD016",1,"15-85","15 to 85 years of age singly","range"
"ACLD016",2,"998","Not applicable","not_applicable"
"ACLD016",3,"999","Unlinked record","unlinked"
"ACLD017",1,"1","15-19 years","substantive"
"ACLD017",2,"2","20-24 years","substantive"
"ACLD017",3,"3","25-29 years","substantive"
"ACLD017",4,"4","30-34 years","substantive"
"ACLD017",5,"5","35-39 years","substantive"
"ACLD017",6,"6","40-44 years","substantive"
"ACLD017",7,"7","45-49 years","substantive"
"ACLD017",8,"8","50-54 years","substantive"
"ACLD017",9,"9","55-59 years","substantive"
"ACLD017",10,"10","60-64 years","substantive"
"ACLD017",11,"11","65-69 years","substantive"
"ACLD017",12,"12","70-74 years","substantive"
"ACLD017",13,"13","75-79 years","substantive"
"ACLD017",14,"14","80-84 years","substantive"
"ACLD017",15,"15","85 years and over","substantive"
"ACLD017",16,"98","Not applicable","not_applicable"
"ACLD017",17,"99","Unlinked record","unlinked"
"ACLD018",1,"1","Has need for assistance with core activities","substantive"
"ACLD018",2,"2","Does not have need for assistance with core activities","substantive"
"ACLD018",3,"97","Not stated","not_stated"
"ACLD018",4,"99","Unlinked record","unlinked"
"ACLD019",1,"1","Has need for assistance with core activities","substantive"
"ACLD019",2,"2","Does not have need for assistance with core activities","substantive"
"ACLD019",3,"97","Not stated","not_stated"
"ACLD019",4,"98","Not applicable","not_applicable"
"ACLD019",5,"99","Unlinked record","unlinked"
"ACLD020",1,"1","0-4 years","substantive"
"ACLD020",2,"2","5-9 years","substantive"
"ACLD020",3,"3","10-14 years","substantive"
"ACLD020",4,"4","15-19 years","substantive"
"ACLD020",5,"5","20-24 years","substantive"
"ACLD020",6,"6","25-29 years","substantive"
"ACLD020",7,"7","30-34 years","substantive"
"ACLD020",8,"8","35-39 years","substantive"
"ACLD020",9,"9","40-44 years","substantive"
"ACLD020",10,"10","45-49 years","substantive"
"ACLD020",11,"11","50-54 years","substantive"
"ACLD020",12,"12","55-59 years","substantive"
"ACLD020",13,"13","60-64 years","substantive"
"ACLD020",14,"14","65-69 years","substantive"
"ACLD020",15,"15","70-74 years","substantive"
"ACLD020",16,"16","75-79 years","substantive"
"ACLD020",17,"17","80-84 years","substantive"
"ACLD020",18,"18","85 years and over","substantive"
"ACLD020",19,"998","Not applicable","not_applicable"
"ACLD020",20,"999","Unlinked record","unlinked"
"ACLD021",1,"0","None (includes bedsitters)","substantive"
"ACLD021",2,"1","One bedroom","substantive"
"ACLD021",3,"2","Two bedrooms","substantive"
"ACLD021",4,"3","Three bedrooms","substantive"
"ACLD021",5,"4","Four bedrooms","substantive"
"ACLD021",6,"5","Five bedrooms or more","substantive"
"ACLD021",7,"97","Not stated","not_stated"
"ACLD021",8,"98","Not applicable","not_applicable"
"ACLD021",9,"99","Unlinked record","unlinked"
"ACLD022",1,"1","Born in Australia","substantive"
"ACLD022",2,"2","Born overseas","substantive"
"ACLD022",3,"97","Not stated","not_stated"
"ACLD022",4,"99","Unlinked record","unlinked"
"ACLD023",1,"4 Digits","2901.0 Census Dictionary 2016BPFP","external_reference"
"ACLD023",2,"99997","Not stated","not_stated"
"ACLD023",3,"99998","Not applicable","not_applicable"
"ACLD023",4,"99999","Unlinked record","unlinked"
"ACLD024",1,"4 Digits","Country of birth of mother (BPFP) | Australian Bureau of Statistics (abs.gov.au)","external_reference"
"ACLD024",2,"99997","Not stated","not_stated"
"ACLD024",3,"99998","Not applicable","not_applicable"
"ACLD024",4,"99999","Unlinked record","unlinked"
"ACLD025",1,"1","All household members born overseas, all stated birthplace","substantive"
"ACLD025",2,"2","All responding household members born overseas. 1 or more did not state birthplace","substantive"
"ACLD025",3,"3","All household members born in Australia, all stated birthplace","substantive"
"ACLD025",4,"4","All responding household members born in Australia, 1 or more did not state birthplace","substantive"
"ACLD025",5,"5","Some household members born overseas and some born in Australia","substantive"
"ACLD025",6,"97","All persons in household did not state birthplace","substantive"
"ACLD025",7,"98","Not applicable","not_applicable"
"ACLD025",8,"99","Unlinked record","unlinked"
"ACLD026",1,"4 Digits","2901.0 Census Dictionary 2011, BPLP","external_reference"
"ACLD026",2,"99997","Not stated","not_stated"
"ACLD026",3,"99998","Not applicable","not_applicable"
"ACLD026",4,"99999","Unlinked record","unlinked"
"ACLD027",1,"4 Digits","2901.0 Census Dictionary 2016, BPLP","external_reference"
"ACLD027",2,"99997","Not stated","not_stated"
"ACLD027",3,"99998","Not applicable","not_applicable"
"ACLD027",4,"99999","Unlinked record","unlinked"
"ACLD028",1,"4 Digits","Country of birth of person (BPLP) | Australian Bureau of Statistics (abs.gov.au)","external_reference"
"ACLD028",2,"99997","Not stated","not_stated"
"ACLD028",3,"99998","Not applicable","not_applicable"
"ACLD028",4,"99999","Unlinked record","unlinked"
"ACLD029",1,"4 Digits","2901.0 Census Dictionary 2016BPMP","external_reference"
"ACLD029",2,"99997","Not stated","not_stated"
"ACLD029",3,"99998","Not applicable","not_applicable"
"ACLD029",4,"99999","Unlinked record","unlinked"
"ACLD030",1,"4 Digits","Country of birth of father (BPMP) | Australian Bureau of Statistics (abs.gov.au)","external_reference"
"ACLD030",2,"99997","Not stated","not_stated"
"ACLD030",3,"99998","Not applicable","not_applicable"
"ACLD030",4,"99999","Unlinked record","unlinked"
"ACLD031",1,"1","One child","substantive"
"ACLD031",2,"2","Two children","substantive"
"ACLD031",3,"3","Three children","substantive"
"ACLD031",4,"4","Four children","substantive"
"ACLD031",5,"5","Five children","substantive"
"ACLD031",6,"6","Six or more children","substantive"
"ACLD031",7,"98","Not applicable","not_applicable"
"ACLD031",8,"99","Unlinked record","unlinked"
"ACLD032",1,"1","One child in family","substantive"
"ACLD032",2,"2","Two children in family","substantive"
"ACLD032",3,"3","Three children in family","substantive"
"ACLD032",4,"4","Four children in family","substantive"
"ACLD032",5,"5","Five children in family","substantive"
"ACLD032",6,"6","Six or more children in family","substantive"
"ACLD032",7,"98","Not applicable","not_applicable"
"ACLD032",8,"99","Unlinked record","unlinked"
"ACLD033",1,"0","No persons","substantive"
"ACLD033",2,"1","One person","substantive"
"ACLD033",3,"2","Two or more persons","substantive"
"ACLD033",4,"98","Not applicable","not_applicable"
"ACLD033",5,"99","Unlinked record","unlinked"
"ACLD034",1,"0","No persons","substantive"
"ACLD034",2,"1","One person","substantive"
"ACLD034",3,"2","Two or more persons","substantive"
"ACLD034",4,"97","All persons did not state core activity need for assistance","substantive"
"ACLD034",5,"98","Not applicable","not_applicable"
"ACLD034",6,"99","Unlinked record","unlinked"
"ACLD035",1,"0","No children (5-9 years)","substantive"
"ACLD035",2,"1","One child (5-9 years)","substantive"
"ACLD035",3,"2","Two children (5-9 years)","substantive"
"ACLD035",4,"3","Three or more children (5-9 years)","substantive"
"ACLD035",5,"98","Not applicable","not_applicable"
"ACLD035",6,"99","Unlinked record","unlinked"
"ACLD036",1,"0","No children (0-4 years)","substantive"
"ACLD036",2,"1","One child (0-4 years)","substantive"
"ACLD036",3,"2","Two or more children (0-4 years)","substantive"
"ACLD036",4,"98","Not applicable","not_applicable"
"ACLD036",5,"99","Unlinked record","unlinked"
"ACLD037",1,"0","No children (0-4 years)","substantive"
"ACLD037",2,"1","One child (0-4 years)","substantive"
"ACLD037",3,"2","Two children (0-4 years)","substantive"
"ACLD037",4,"3","Three or more children (0-4 years)","substantive"
"ACLD037",5,"98","Not applicable","not_applicable"
"ACLD037",6,"99","Unlinked record","unlinked"
"ACLD038",1,"0","No children (10-12 years)","substantive"
"ACLD038",2,"1","One child (10-12 years)","substantive"
"ACLD038",3,"2","Two or more children (10-12 years)","substantive"
"ACLD038",4,"98","Not applicable","not_applicable"
"ACLD038",5,"99","Unlinked record","unlinked"
"ACLD039",1,"0","No children (10-12 years)","substantive"
"ACLD039",2,"1","One child (10-12 years)","substantive"
"ACLD039",3,"2","Two children (10-12 years)","substantive"
"ACLD039",4,"3","Three or more children (10-12 years)","substantive"
"ACLD039",5,"98","Not applicable","not_applicable"
"ACLD039",6,"99","Unlinked record","unlinked"
"ACLD040",1,"0","No children (13-14 years)","substantive"
"ACLD040",2,"1","One child (13-14 years)","substantive"
"ACLD040",3,"2","Two or more children (13-14 years)","substantive"
"ACLD040",4,"98","Not applicable","not_applicable"
"ACLD040",5,"99","Unlinked record","unlinked"
"ACLD041",1,"0","No children (13-14 years)","substantive"
"ACLD041",2,"1","One child (13-14 years)","substantive"
"ACLD041",3,"2","Two children (13-14 years)","substantive"
"ACLD041",4,"3","Three or more children (13-14 years)","substantive"
"ACLD041",5,"98","Not applicable","not_applicable"
"ACLD041",6,"99","Unlinked record","unlinked"
"ACLD042",1,"0","No children (5-9 years)","substantive"
"ACLD042",2,"1","One child (5-9 years)","substantive"
"ACLD042",3,"2","Two or more children (5-9 years)","substantive"
"ACLD042",4,"98","Not applicable","not_applicable"
"ACLD042",5,"99","Unlinked record","unlinked"
"ACLD043",1,"0","No dependent children","substantive"
"ACLD043",2,"1","One dependent child","substantive"
"ACLD043",3,"2","Two dependent children","substantive"
"ACLD043",4,"3","Three dependent children","substantive"
"ACLD043",5,"4","Four dependent children","substantive"
"ACLD043",6,"5","Five dependent children","substantive"
"ACLD043",7,"6","Six or more dependent children","substantive"
"ACLD043",8,"98","Not applicable","not_applicable"
"ACLD043",9,"99","Unlinked record","unlinked"
"ACLD044",1,"0","No dependent students","substantive"
"ACLD044",2,"1","One dependent student","substantive"
"ACLD044",3,"2","Two dependent students","substantive"
"ACLD044",4,"3","Three or more dependent students","substantive"
"ACLD044",5,"98","Not applicable","not_applicable"
"ACLD044",6,"99","Unlinked record","unlinked"
"ACLD045",1,"01","Age consistent within 0 years","substantive"
"ACLD045",2,"11","Age inconsistent within 1 year","substantive"
"ACLD045",3,"12","Age inconsistent from 2 to less than 5 years","substantive"
"ACLD045",4,"13","Age inconsistent from 5 to less than 10 years","substantive"
"ACLD045",5,"14","Age inconsistent by 10 or more years","substantive"
"ACLD045",6,"999","Unlinked record","unlinked"
"ACLD046",1,"01","Birthplace of female parent consistent","substantive"
"ACLD046",2,"02","Birthplace of female parent consistent - one year not stated","substantive"
"ACLD046",3,"11","Birthplace of female parent inconsistent","substantive"
"ACLD046",4,"997","Not stated in both years","not_stated"
"ACLD046",5,"999","Unlinked record","unlinked"
"ACLD047",1,"01","Birthplace consistent between years","substantive"
"ACLD047",2,"02","Birthplace consistent - one year not stated or inadequately described","substantive"
"ACLD047",3,"11","Birthplace inconsistent between years","substantive"
"ACLD047",4,"21","Birthplace inconsistent - one year not applicable","substantive"
"ACLD047",5,"997","Not stated or inadequately described in both years","not_stated"
"ACLD047",6,"998","Not applicable in both years","not_applicable"
"ACLD047",7,"999","Unlinked record","unlinked"
"ACLD048",1,"01","Birthplace of male parent consistent","substantive"
"ACLD048",2,"02","Birthplace of male parent consistent - one year not stated","substantive"
"ACLD048",3,"11","Birthplace of male parent inconsistent","substantive"
"ACLD048",4,"997","Not stated in both years","not_stated"
"ACLD048",5,"999","Unlinked record","unlinked"
"ACLD049",1,"01","Birthplace consistent between years","substantive"
"ACLD049",2,"02","Birthplace consistent - one year not stated or inadequately described","substantive"
"ACLD049",3,"11","Birthplace inconsistent between years","substantive"
"ACLD049",4,"21","Birthplace not applicable - one year and applicable the other year","substantive"
"ACLD049",5,"997","Not stated or inadequately described in both years","not_stated"
"ACLD049",6,"998","Not applicable","not_applicable"
"ACLD049",7,"999","Unlinked record","unlinked"
"ACLD050",1,"01","Highest year of school completed consistent","substantive"
"ACLD050",2,"02","Highest year of school completed consistent - one year not stated","substantive"
"ACLD050",3,"11","Highest year of school completed inconsistent","substantive"
"ACLD050",4,"997","Not stated in both years","not_stated"
"ACLD050",5,"998","Not applicable","not_applicable"
"ACLD050",6,"999","Unlinked record","unlinked"
"ACLD051",1,"0","Consistently identified Non-Indigenous","substantive"
"ACLD051",2,"1","Newly identified Aboriginal and/or Torres Strait Islander","substantive"
"ACLD051",3,"2","Non-Indigenous 2011 and Not Stated 2016","substantive"
"ACLD051",4,"3","Formerly identified Aboriginal and/or Torres Strait Islander","substantive"
"ACLD051",5,"4","Consistently identified Aboriginal and/or Torres Strait Islander","substantive"
"ACLD051",6,"5","Not Stated 2011 and Non-Indigenous 2016","not_stated"
"ACLD051",7,"6","Consistent Not Stated","substantive"
"ACLD051",8,"999","Unlinked record","unlinked"
"ACLD052",1,"01","Registered marital status consistent","substantive"
"ACLD052",2,"11","Registered marital status inconsistent","substantive"
"ACLD052",3,"998","Not applicable","not_applicable"
"ACLD052",4,"999","Unlinked record","unlinked"
"ACLD053",1,"01","Level of highest non-school qualification consistent","substantive"
"ACLD053",2,"02","Level of highest non-school qualification consistent - not stated or inadequately described in 1 year","substantive"
"ACLD053",3,"11","Level of highest non-school qualification inconsistent","substantive"
"ACLD053",4,"997","Not stated or inadequately described in both years","not_stated"
"ACLD053",5,"998","Not applicable","not_applicable"
"ACLD053",6,"999","Unlinked record","unlinked"
"ACLD054",1,"01","Sex consistent","substantive"
"ACLD054",2,"11","Sex inconsistent","substantive"
"ACLD054",3,"999","Unlinked record","unlinked"
"ACLD055",1,"01","Total number of children ever born consistent","substantive"
"ACLD055",2,"02","Total number of children ever born consistent - 1 year not stated","substantive"
"ACLD055",3,"11","Total number of children ever born inconsistent","substantive"
"ACLD055",4,"997","Not stated in both years","not_stated"
"ACLD055",5,"998","Not applicable","not_applicable"
"ACLD055",6,"999","Unlinked record","unlinked"
"ACLD056",1,"01","Year of arrival consistent between both years","substantive"
"ACLD056",2,"02","Year of arrival consistent - 1 year not stated","substantive"
"ACLD056",3,"11","Year of arrival inconsistent within 1 year","substantive"
"ACLD056",4,"12","Year of arrival inconsistent from 2 to less than 5 years","substantive"
"ACLD056",5,"13","Year of arrival inconsistent from 5 to less than 10 years","substantive"
"ACLD056",6,"14","Year of arrival inconsistent by more than 10 years","substantive"
"ACLD056",7,"21","Year of arrival changed from applicable to non applicable and vice versa","substantive"
"ACLD056",8,"997","Not stated in both years","not_stated"
"ACLD056",9,"998","Not applicable","not_applicable"
"ACLD056",10,"999","Unlinked record","unlinked"
"ACLD057",1,"1","Did not provide child care","substantive"
"ACLD057",2,"2","Cared for own child/children","substantive"
"ACLD057",3,"3","Cared for other child/children","substantive"
"ACLD057",4,"4","Cared for own child/children and other child/children","substantive"
"ACLD057",5,"97","Not stated","not_stated"
"ACLD057",6,"98","Not applicable","not_applicable"
