identifier,code,value_label,frequency_note,sheet,source_row,value_order,is_placeholder,source_workbook
ELAPSEDB,...,...,,Demography,92,5,TRUE,COE_2025_Data_Item_List_DataLab.xlsx
ELAPSEDB,95,Arrived 95 years ago,,Demography,93,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELAPSEDB,96,Arrived 96 years ago,,Demography,94,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELAPSEDB,97,Arrived 97 or more years ago,,Demography,95,8,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,102,Central Coast,,Demography,100,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,115,Sydney - Baulkham Hills and Hawkesbury,,Demography,101,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,116,Sydney - Blacktown,,Demography,102,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,117,Sydney - City and Inner South,,Demography,103,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,118,Sydney - Eastern Suburbs,,Demography,104,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,119,Sydney - Inner South West,,Demography,105,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,120,Sydney - Inner West,,Demography,106,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,121,Sydney - North Sydney and Hornsby,,Demography,107,8,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,122,Sydney - Northern Beaches,,Demography,108,9,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,123,Sydney - Outer South West,,Demography,109,10,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,124,Sydney - Outer West and Blue Mountains,,Demography,110,11,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,125,Sydney - Parramatta,,Demography,111,12,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,126,Sydney - Ryde,,Demography,112,13,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,127,Sydney - South West,,Demography,113,14,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,128,Sydney - Sutherland,,Demography,114,15,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,101,Capital Region,,Demography,116,16,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,103,New South Wales - Central West,,Demography,117,17,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,104,Coffs Harbour - Grafton,,Demography,118,18,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,105,Far West and Orana,,Demography,119,19,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,106,Hunter Valley exc Newcastle,,Demography,120,20,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,107,Illawarra,,Demography,121,21,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,108,Mid North Coast,,Demography,122,22,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,109,Murray,,Demography,123,23,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,110,New England and North West,,Demography,124,24,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,111,Newcastle and Lake Macquarie,,Demography,125,25,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,112,Richmond - Tweed,,Demography,126,26,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,113,Riverina,,Demography,127,27,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,114,Southern Highlands and Shoalhaven,,Demography,128,28,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,206,Melbourne - Inner,,Demography,131,29,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,207,Melbourne - Inner East,,Demography,132,30,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,208,Melbourne - Inner South,,Demography,133,31,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,209,Melbourne - North East,,Demography,134,32,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,210,Melbourne - North West,,Demography,135,33,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,211,Melbourne - Outer East,,Demography,136,34,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,212,Melbourne - South East,,Demography,137,35,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,213,Melbourne - West,,Demography,138,36,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,214,Mornington Peninsula,,Demography,139,37,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,201,Ballarat,,Demography,141,38,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,202,Bendigo,,Demography,142,39,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,203,Geelong,,Demography,143,40,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,204,Hume,,Demography,144,41,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,205,Latrobe - Gippsland,,Demography,145,42,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,215,Victoria - North West,,Demography,146,43,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,216,Shepparton,,Demography,147,44,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,217,Warrnambool and South West,,Demography,148,45,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,301,Brisbane - East,,Demography,151,46,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,302,Brisbane - North,,Demography,152,47,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,303,Brisbane - South,,Demography,153,48,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,304,Brisbane - West,,Demography,154,49,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,305,Brisbane Inner City,,Demography,155,50,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,310,Ipswich,,Demography,156,51,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,311,Logan - Beaudesert,,Demography,157,52,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,313,Moreton Bay - North,,Demography,158,53,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,314,Moreton Bay - South,,Demography,159,54,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,306,Cairns,,Demography,161,55,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,307,Darling Downs - Maranoa,,Demography,162,56,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,308,Central Queensland,,Demography,163,57,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,309,Gold Coast,,Demography,164,58,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,312,Mackay - Isaac - Whitsunday,,Demography,165,59,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,315,Queensland - Outback,,Demography,166,60,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,316,Sunshine Coast,,Demography,167,61,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,317,Toowoomba,,Demography,168,62,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,318,Townsville,,Demography,169,63,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,319,Wide Bay,,Demography,170,64,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,401,Adelaide - Central and Hills,,Demography,173,65,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,402,Adelaide - North,,Demography,174,66,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,403,Adelaide - South,,Demography,175,67,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,404,Adelaide - West,,Demography,176,68,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,405,Barossa - Yorke - Mid North,,Demography,178,69,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,406,South Australia - Outback,,Demography,179,70,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,407,South Australia - South East,,Demography,180,71,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,502,Mandurah,,Demography,183,72,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,503,Perth - Inner,,Demography,184,73,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,504,Perth - North East,,Demography,185,74,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,505,Perth - North West,,Demography,186,75,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,506,Perth - South East,,Demography,187,76,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,507,Perth - South West,,Demography,188,77,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,501,Bunbury,,Demography,190,78,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,508,Western Australia - Outback (North and South),,Demography,191,79,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,509,Western Australia - Wheat Belt,,Demography,192,80,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,601,Hobart,,Demography,195,81,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,602,Launceston and North East,,Demography,197,82,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,603,Tasmania - South East,,Demography,198,83,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,604,Tasmania - West and North West,,Demography,199,84,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,701,Darwin,,Demography,202,85,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,702,Northern Territory - Outback,,Demography,204,86,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ASGSSA4S,801,Australian Capital Territory,,Demography,205,87,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
SEXS,1,Male,,Demography,208,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
SEXS,2,Female,,Demography,209,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,1883,Born 1883,,Demography,212,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,1884,Born 1884,,Demography,213,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,1885,Born 1885,,Demography,214,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,...,...,,Demography,215,4,TRUE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,2006,Born 2006,,Demography,216,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,2007,Born 2007,,Demography,217,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
YRBIRTH3,2008,Born 2008,,Demography,218,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFA,1,Single years,,Families,12,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFA,-1,No children,,Families,13,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFA,-8,Not a parent or family head,,Families,14,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFA,-9,Not available,,Families,15,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,00,0 years or no children,,Families,18,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,01,1 year,,Families,19,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,02,2 years,,Families,20,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,...,...,,Families,21,4,TRUE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,12,12 years,,Families,22,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,13,13 years,,Families,23,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGFB,14,14 years,,Families,24,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHA,1,Single years,,Families,28,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHA,-1,No children,,Families,29,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHA,-9,Not available,,Families,30,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,00,0 years or no children,,Families,33,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,01,1 year,,Families,34,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,02,2 years,,Families,35,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,...,...,,Families,36,4,TRUE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,12,12 years,,Families,37,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,13,13 years,,Families,38,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
AGEYNGHB,14,14 years,,Families,39,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,00,No children,From Aug-18,Families,42,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,01,1 child,,Families,43,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,02,2 children,,Families,44,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,03,3 or more children,,Families,45,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,-8,Not a parent or family head,,Families,46,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14F,-9,Not available,,Families,47,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14H,00,No children,,Families,50,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14H,01,1 child,,Families,51,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14H,02,2 children,,Families,52,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14H,03,3 or more children,,Families,53,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMKD14H,-9,Not available,,Families,54,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,00,No dependants,From Aug-18,Families,57,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,01,1 dependant,,Families,58,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,02,2 dependants,,Families,59,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,03,3 dependants,,Families,60,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,04,4 or more dependants,,Families,61,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,-8,Not a parent or family head,,Families,62,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24F,-9,Not available,,Families,63,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,00,No dependants,,Families,66,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,01,1 dependant,,Families,67,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,02,2 dependants,,Families,68,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,03,3 dependants,,Families,69,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,04,4 or more dependants,,Families,70,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
NUMDP24H,-9,Not available,,Families,71,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,211,"Husband, wife or partner with child under 15",,Families,77,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,212,"Husband, wife or partner with dependent students 15-24 years",,Families,78,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,221,"Husband, wife or partner with non-dependent children 15 years and over",,Families,80,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,222,"Husband, wife or partner with no children",,Families,81,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,311,Lone parent with children under 15,,Families,84,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,312,Lone parent with dependent students 15-24 years,,Families,85,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,320,Lone parent with non-dependent children 15 years and over,,Families,86,7,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,401,Dependent student 15 to 24 years,,Families,88,8,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,402,Non-dependent child 15 years and over,,Families,89,9,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,500,Other relative,,Families,90,10,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,700,Person living with non-relatives,,Families,92,11,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,800,Person living alone,,Families,93,12,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,900,Relationship not determined,,Families,94,13,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
RELHH21,000,Not available,,Families,95,14,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
MARSTATS,1,Married,From Aug-18,Families,98,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
MARSTATS,2,Not married,,Families,99,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
MARSTATS,0,Not available,,Families,100,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQA,1,Single years,,Education,12,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQA,-1,Not stated or inadaquately described,,Education,13,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQA,-8,No educational attainment,,Education,14,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQA,-9,Not available,,Education,15,4,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,01,Completed last year,,Education,18,1,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,02,Completed 2 years ago,,Education,19,2,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,03,Completed 3 years ago,,Education,20,3,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,...,...,,Education,21,4,TRUE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,33,Completed 33 years ago,,Education,22,5,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
ELYRHIQB,34,Completed 34 years ago,,Education,23,6,FALSE,COE_2025_Data_Item_List_DataLab.xlsx
