identifier,code,value_label,frequency_note,sheet,source_row,value_order,is_placeholder,source_workbook
ABSMID,197812,1978-12-01 00:00:00,,Time,77,67,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197901,1979-01-01 00:00:00,,Time,78,68,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197902,1979-02-01 00:00:00,,Time,79,69,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197903,1979-03-01 00:00:00,,Time,80,70,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197904,1979-04-01 00:00:00,,Time,81,71,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197905,1979-05-01 00:00:00,,Time,82,72,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197906,1979-06-01 00:00:00,,Time,83,73,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197907,1979-07-01 00:00:00,,Time,84,74,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197908,1979-08-01 00:00:00,,Time,85,75,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197909,1979-09-01 00:00:00,,Time,86,76,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197910,1979-10-01 00:00:00,,Time,87,77,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197911,1979-11-01 00:00:00,,Time,88,78,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,197912,1979-12-01 00:00:00,,Time,89,79,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198001,1980-01-01 00:00:00,,Time,90,80,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198002,1980-02-01 00:00:00,,Time,91,81,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198003,1980-03-01 00:00:00,,Time,92,82,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198004,1980-04-01 00:00:00,,Time,93,83,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198005,1980-05-01 00:00:00,,Time,94,84,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198006,1980-06-01 00:00:00,,Time,95,85,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198007,1980-07-01 00:00:00,,Time,96,86,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198008,1980-08-01 00:00:00,,Time,97,87,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198009,1980-09-01 00:00:00,,Time,98,88,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198010,1980-10-01 00:00:00,,Time,99,89,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198011,1980-11-01 00:00:00,,Time,100,90,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198012,1980-12-01 00:00:00,,Time,101,91,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198101,1981-01-01 00:00:00,,Time,102,92,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198102,1981-02-01 00:00:00,,Time,103,93,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198103,1981-03-01 00:00:00,,Time,104,94,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198104,1981-04-01 00:00:00,,Time,105,95,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198105,1981-05-01 00:00:00,,Time,106,96,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198106,1981-06-01 00:00:00,,Time,107,97,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198107,1981-07-01 00:00:00,,Time,108,98,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198108,1981-08-01 00:00:00,,Time,109,99,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198109,1981-09-01 00:00:00,,Time,110,100,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198110,1981-10-01 00:00:00,,Time,111,101,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198111,1981-11-01 00:00:00,,Time,112,102,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198112,1981-12-01 00:00:00,,Time,113,103,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198201,1982-01-01 00:00:00,,Time,114,104,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198202,1982-02-01 00:00:00,,Time,115,105,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198203,1982-03-01 00:00:00,,Time,116,106,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198204,1982-04-01 00:00:00,,Time,117,107,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198205,1982-05-01 00:00:00,,Time,118,108,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198206,1982-06-01 00:00:00,,Time,119,109,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198207,1982-07-01 00:00:00,,Time,120,110,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198208,1982-08-01 00:00:00,,Time,121,111,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198209,1982-09-01 00:00:00,,Time,122,112,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198210,1982-10-01 00:00:00,,Time,123,113,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198211,1982-11-01 00:00:00,,Time,124,114,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198212,1982-12-01 00:00:00,,Time,125,115,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198301,1983-01-01 00:00:00,,Time,126,116,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198302,1983-02-01 00:00:00,,Time,127,117,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198303,1983-03-01 00:00:00,,Time,128,118,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198304,1983-04-01 00:00:00,,Time,129,119,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198305,1983-05-01 00:00:00,,Time,130,120,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198306,1983-06-01 00:00:00,,Time,131,121,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198307,1983-07-01 00:00:00,,Time,132,122,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198308,1983-08-01 00:00:00,,Time,133,123,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198309,1983-09-01 00:00:00,,Time,134,124,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198310,1983-10-01 00:00:00,,Time,135,125,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198311,1983-11-01 00:00:00,,Time,136,126,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198312,1983-12-01 00:00:00,,Time,137,127,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198401,1984-01-01 00:00:00,,Time,138,128,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198402,1984-02-01 00:00:00,,Time,139,129,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198403,1984-03-01 00:00:00,,Time,140,130,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198404,1984-04-01 00:00:00,,Time,141,131,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198405,1984-05-01 00:00:00,,Time,142,132,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198406,1984-06-01 00:00:00,,Time,143,133,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198407,1984-07-01 00:00:00,,Time,144,134,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198408,1984-08-01 00:00:00,,Time,145,135,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198409,1984-09-01 00:00:00,,Time,146,136,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198410,1984-10-01 00:00:00,,Time,147,137,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198411,1984-11-01 00:00:00,,Time,148,138,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198412,1984-12-01 00:00:00,,Time,149,139,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198501,1985-01-01 00:00:00,,Time,150,140,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198502,1985-02-01 00:00:00,,Time,151,141,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198503,1985-03-01 00:00:00,,Time,152,142,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198504,1985-04-01 00:00:00,,Time,153,143,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198505,1985-05-01 00:00:00,,Time,154,144,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198506,1985-06-01 00:00:00,,Time,155,145,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198507,1985-07-01 00:00:00,,Time,156,146,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198508,1985-08-01 00:00:00,,Time,157,147,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198509,1985-09-01 00:00:00,,Time,158,148,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198510,1985-10-01 00:00:00,,Time,159,149,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198511,1985-11-01 00:00:00,,Time,160,150,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198512,1985-12-01 00:00:00,,Time,161,151,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198601,1986-01-01 00:00:00,,Time,162,152,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198602,1986-02-01 00:00:00,,Time,163,153,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198603,1986-03-01 00:00:00,,Time,164,154,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198604,1986-04-01 00:00:00,,Time,165,155,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198605,1986-05-01 00:00:00,,Time,166,156,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198606,1986-06-01 00:00:00,,Time,167,157,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198607,1986-07-01 00:00:00,,Time,168,158,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198608,1986-08-01 00:00:00,,Time,169,159,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198609,1986-09-01 00:00:00,,Time,170,160,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198610,1986-10-01 00:00:00,,Time,171,161,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198611,1986-11-01 00:00:00,,Time,172,162,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198612,1986-12-01 00:00:00,,Time,173,163,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198701,1987-01-01 00:00:00,,Time,174,164,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198702,1987-02-01 00:00:00,,Time,175,165,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198703,1987-03-01 00:00:00,,Time,176,166,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198704,1987-04-01 00:00:00,,Time,177,167,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198705,1987-05-01 00:00:00,,Time,178,168,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198706,1987-06-01 00:00:00,,Time,179,169,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198707,1987-07-01 00:00:00,,Time,180,170,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198708,1987-08-01 00:00:00,,Time,181,171,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198709,1987-09-01 00:00:00,,Time,182,172,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198710,1987-10-01 00:00:00,,Time,183,173,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198711,1987-11-01 00:00:00,,Time,184,174,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198712,1987-12-01 00:00:00,,Time,185,175,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198801,1988-01-01 00:00:00,,Time,186,176,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198802,1988-02-01 00:00:00,,Time,187,177,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198803,1988-03-01 00:00:00,,Time,188,178,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198804,1988-04-01 00:00:00,,Time,189,179,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198805,1988-05-01 00:00:00,,Time,190,180,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198806,1988-06-01 00:00:00,,Time,191,181,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198807,1988-07-01 00:00:00,,Time,192,182,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198808,1988-08-01 00:00:00,,Time,193,183,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198809,1988-09-01 00:00:00,,Time,194,184,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198810,1988-10-01 00:00:00,,Time,195,185,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198811,1988-11-01 00:00:00,,Time,196,186,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198812,1988-12-01 00:00:00,,Time,197,187,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198901,1989-01-01 00:00:00,,Time,198,188,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198902,1989-02-01 00:00:00,,Time,199,189,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198903,1989-03-01 00:00:00,,Time,200,190,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198904,1989-04-01 00:00:00,,Time,201,191,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198905,1989-05-01 00:00:00,,Time,202,192,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198906,1989-06-01 00:00:00,,Time,203,193,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198907,1989-07-01 00:00:00,,Time,204,194,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198908,1989-08-01 00:00:00,,Time,205,195,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198909,1989-09-01 00:00:00,,Time,206,196,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198910,1989-10-01 00:00:00,,Time,207,197,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198911,1989-11-01 00:00:00,,Time,208,198,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,198912,1989-12-01 00:00:00,,Time,209,199,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199001,1990-01-01 00:00:00,,Time,210,200,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199002,1990-02-01 00:00:00,,Time,211,201,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199003,1990-03-01 00:00:00,,Time,212,202,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199004,1990-04-01 00:00:00,,Time,213,203,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199005,1990-05-01 00:00:00,,Time,214,204,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199006,1990-06-01 00:00:00,,Time,215,205,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199007,1990-07-01 00:00:00,,Time,216,206,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199008,1990-08-01 00:00:00,,Time,217,207,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199009,1990-09-01 00:00:00,,Time,218,208,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199010,1990-10-01 00:00:00,,Time,219,209,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199011,1990-11-01 00:00:00,,Time,220,210,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199012,1990-12-01 00:00:00,,Time,221,211,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199101,1991-01-01 00:00:00,,Time,222,212,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199102,1991-02-01 00:00:00,,Time,223,213,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199103,1991-03-01 00:00:00,,Time,224,214,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199104,1991-04-01 00:00:00,,Time,225,215,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199105,1991-05-01 00:00:00,,Time,226,216,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199106,1991-06-01 00:00:00,,Time,227,217,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199107,1991-07-01 00:00:00,,Time,228,218,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
ABSMID,199108,1991-08-01 00:00:00,,Time,229,219,FALSE,66020 LLFS Data Item List (updated Apr 2026).xlsx
