"sa1_code","sa2_code","sa4_code","state"
"10102161108","101021611","101",1
"10102161109","101021611","101",1
"10102161110","101021611","101",1
"10102161111","101021611","101",1
"10102161112","101021611","101",1
"10102161113","101021611","101",1
"10102161114","101021611","101",1
"10102161115","101021611","101",1
"10102161116","101021611","101",1
"10102161117","101021611","101",1
"10102161118","101021611","101",1
"10102161119","101021611","101",1
"10102161120","101021611","101",1
"10102161121","101021611","101",1
"10102161122","101021611","101",1
"10102161123","101021611","101",1
"10102161124","101021611","101",1
"10102161125","101021611","101",1
"10102161126","101021611","101",1
"10102161127","101021611","101",1
"10102161128","101021611","101",1
"10102161129","101021611","101",1
"10102161130","101021611","101",1
"10102161131","101021611","101",1
"10102161132","101021611","101",1
"10102161133","101021611","101",1
"10102161134","101021611","101",1
"10102161135","101021611","101",1
"10102161136","101021611","101",1
"10102161137","101021611","101",1
"10102161138","101021611","101",1
"10102161139","101021611","101",1
"10102161140","101021611","101",1
"10102161141","101021611","101",1
"10102161142","101021611","101",1
"10102161143","101021611","101",1
"10102161144","101021611","101",1
"10102161145","101021611","101",1
"10102161146","101021611","101",1
"10103101301","101031013","101",1
"10103101302","101031013","101",1
"10103101303","101031013","101",1
"10103101304","101031013","101",1
"10103101305","101031013","101",1
"10103101306","101031013","101",1
"10103101307","101031013","101",1
"10103101308","101031013","101",1
"10103101401","101031014","101",1
"10103101402","101031014","101",1
"10103101403","101031014","101",1
"10103101404","101031014","101",1
"10103101405","101031014","101",1
"10103101406","101031014","101",1
"10103101407","101031014","101",1
"10103101408","101031014","101",1
"10103101409","101031014","101",1
"10103101410","101031014","101",1
"10103101411","101031014","101",1
"10103101412","101031014","101",1
"10103101414","101031014","101",1
"10103101415","101031014","101",1
"10103101417","101031014","101",1
"10103101419","101031014","101",1
"10103101420","101031014","101",1
"10103101421","101031014","101",1
"10103101501","101031015","101",1
"10103101502","101031015","101",1
"10103101503","101031015","101",1
"10103101505","101031015","101",1
"10103101511","101031015","101",1
"10103101512","101031015","101",1
"10103101514","101031015","101",1
"10103101515","101031015","101",1
"10103101516","101031015","101",1
"10103101517","101031015","101",1
"10103101518","101031015","101",1
"10103101519","101031015","101",1
"10103101520","101031015","101",1
"10103101521","101031015","101",1
"10103101523","101031015","101",1
"10103101524","101031015","101",1
"10103101525","101031015","101",1
"10103101526","101031015","101",1
"10103101601","101031016","101",1
"10103101602","101031016","101",1
"10103101603","101031016","101",1
"10103101604","101031016","101",1
"10103101605","101031016","101",1
"10103101606","101031016","101",1
"10103101607","101031016","101",1
"10103101608","101031016","101",1
"10103101611","101031016","101",1
"10103101612","101031016","101",1
"10103101614","101031016","101",1
"10103101615","101031016","101",1
"10103101616","101031016","101",1
"10103101617","101031016","101",1
"10103101619","101031016","101",1
"10103101620","101031016","101",1
"10103101621","101031016","101",1
"10103101622","101031016","101",1
"10103101623","101031016","101",1
"10103101624","101031016","101",1
"10103101625","101031016","101",1
"10103101626","101031016","101",1
"10103101627","101031016","101",1
"10104101701","101041017","101",1
"10104101702","101041017","101",1
"10104101703","101041017","101",1
"10104101704","101041017","101",1
"10104101705","101041017","101",1
"10104101706","101041017","101",1
"10104101707","101041017","101",1
"10104101708","101041017","101",1
"10104101709","101041017","101",1
"10104101710","101041017","101",1
"10104101711","101041017","101",1
"10104101713","101041017","101",1
"10104101714","101041017","101",1
"10104101715","101041017","101",1
"10104101716","101041017","101",1
"10104101717","101041017","101",1
"10104101718","101041017","101",1
"10104101719","101041017","101",1
"10104101720","101041017","101",1
"10104101721","101041017","101",1
"10104101722","101041017","101",1
"10104101723","101041017","101",1
"10104101724","101041017","101",1
"10104101801","101041018","101",1
"10104101802","101041018","101",1
"10104101803","101041018","101",1
"10104101804","101041018","101",1
"10104101805","101041018","101",1
"10104101806","101041018","101",1
"10104101807","101041018","101",1
"10104101808","101041018","101",1
"10104101809","101041018","101",1
"10104101810","101041018","101",1
"10104101811","101041018","101",1
"10104101812","101041018","101",1
"10104101813","101041018","101",1
"10104101814","101041018","101",1
"10104101815","101041018","101",1
"10104101816","101041018","101",1
"10104101817","101041018","101",1
"10104101818","101041018","101",1
"10104101819","101041018","101",1
"10104101820","101041018","101",1
"10104101821","101041018","101",1
"10104101822","101041018","101",1
"10104101823","101041018","101",1
"10104101824","101041018","101",1
"10104101901","101041019","101",1
"10104101902","101041019","101",1
"10104101903","101041019","101",1
"10104101904","101041019","101",1
"10104101905","101041019","101",1
"10104101906","101041019","101",1
"10104101907","101041019","101",1
"10104101911","101041019","101",1
"10104101912","101041019","101",1
"10104101913","101041019","101",1
"10104101915","101041019","101",1
"10104101917","101041019","101",1
"10104101918","101041019","101",1
"10104101919","101041019","101",1
"10104101920","101041019","101",1
"10104101921","101041019","101",1
"10104101924","101041019","101",1
"10104101925","101041019","101",1
"10104101926","101041019","101",1
"10104101927","101041019","101",1
"10104101928","101041019","101",1
"10104101929","101041019","101",1
"10104101930","101041019","101",1
"10104101931","101041019","101",1
"10104101932","101041019","101",1
"10104101933","101041019","101",1
"10104102001","101041020","101",1
"10104102002","101041020","101",1
"10104102003","101041020","101",1
"10104102004","101041020","101",1
"10104102005","101041020","101",1
"10104102006","101041020","101",1
"10104102007","101041020","101",1
"10104102008","101041020","101",1
"10104102009","101041020","101",1
"10104102010","101041020","101",1
"10104102011","101041020","101",1
"10104102012","101041020","101",1
"10104102013","101041020","101",1
"10104102014","101041020","101",1
"10104102015","101041020","101",1
"10104102016","101041020","101",1
"10104102017","101041020","101",1
"10104102018","101041020","101",1
"10104102019","101041020","101",1
"10104102020","101041020","101",1
"10104102021","101041020","101",1
"10104102022","101041020","101",1
"10104102023","101041020","101",1
"10104102024","101041020","101",1
"10104102025","101041020","101",1
"10104102026","101041020","101",1
"10104102027","101041020","101",1
"10104102028","101041020","101",1
"10104102029","101041020","101",1
"10104102030","101041020","101",1
"10104102031","101041020","101",1
"10104102032","101041020","101",1
"10104102102","101041021","101",1
"10104102104","101041021","101",1
"10104102105","101041021","101",1
"10104102106","101041021","101",1
"10104102107","101041021","101",1
"10104102108","101041021","101",1
"10104102110","101041021","101",1
"10104102111","101041021","101",1
"10104102201","101041022","101",1
"10104102301","101041023","101",1
"10104102302","101041023","101",1
"10104102303","101041023","101",1
"10104102304","101041023","101",1
"10104102305","101041023","101",1
"10104102306","101041023","101",1
"10104102307","101041023","101",1
"10104102308","101041023","101",1
"10104102309","101041023","101",1
"10104102310","101041023","101",1
"10104102401","101041024","101",1
"10104102402","101041024","101",1
"10104102403","101041024","101",1
"10104102404","101041024","101",1
"10104102405","101041024","101",1
"10104102406","101041024","101",1
"10104102407","101041024","101",1
"10104102408","101041024","101",1
"10104102409","101041024","101",1
"10104102410","101041024","101",1
"10104102411","101041024","101",1
"10104102412","101041024","101",1
"10104102501","101041025","101",1
"10104102502","101041025","101",1
"10104102503","101041025","101",1
"10104102504","101041025","101",1
"10104102505","101041025","101",1
"10104102506","101041025","101",1
"10104102507","101041025","101",1
"10104102508","101041025","101",1
"10104102509","101041025","101",1
"10104102510","101041025","101",1
"10104102511","101041025","101",1
"10104102512","101041025","101",1
"10104102513","101041025","101",1
"10104102514","101041025","101",1
"10104102516","101041025","101",1
"10104102517","101041025","101",1
"10104102518","101041025","101",1
"10104102519","101041025","101",1
"10104102520","101041025","101",1
"10104102521","101041025","101",1
"10104102522","101041025","101",1
"10104102523","101041025","101",1
"10104102524","101041025","101",1
"10104102525","101041025","101",1
"10104102526","101041025","101",1
"10104102527","101041025","101",1
"10104102528","101041025","101",1
"10104102529","101041025","101",1
"10104102530","101041025","101",1
"10104102531","101041025","101",1
"10104102532","101041025","101",1
"10104102601","101041026","101",1
"10104102603","101041026","101",1
"10104102604","101041026","101",1
"10104102605","101041026","101",1
"10104102606","101041026","101",1
"10104102607","101041026","101",1
"10104102608","101041026","101",1
"10104102609","101041026","101",1
"10104102610","101041026","101",1
"10104102611","101041026","101",1
"10104102613","101041026","101",1
"10104102614","101041026","101",1
"10104102615","101041026","101",1
"10104102616","101041026","101",1
"10104102617","101041026","101",1
"10104102618","101041026","101",1
"10104102619","101041026","101",1
"10104102620","101041026","101",1
"10104102621","101041026","101",1
"10104102622","101041026","101",1
"10104102623","101041026","101",1
"10104102624","101041026","101",1
"10104102625","101041026","101",1
"10104102626","101041026","101",1
"10104102627","101041026","101",1
"10104102701","101041027","101",1
"10104102702","101041027","101",1
"10104102703","101041027","101",1
"10104102704","101041027","101",1
"10104102705","101041027","101",1
"10104102706","101041027","101",1
"10104102707","101041027","101",1
"10104102708","101041027","101",1
"10104102709","101041027","101",1
"10104102710","101041027","101",1
"10104102711","101041027","101",1
"10104102712","101041027","101",1
"10104102713","101041027","101",1
"10104102714","101041027","101",1
"10104102715","101041027","101",1
"10104102716","101041027","101",1
"10104102719","101041027","101",1
"10104102720","101041027","101",1
"10104102721","101041027","101",1
"10104102722","101041027","101",1
"10104102723","101041027","101",1
"10104102724","101041027","101",1
"10104102725","101041027","101",1
"10104102726","101041027","101",1
"10104102728","101041027","101",1
"10104102729","101041027","101",1
"10104102730","101041027","101",1
"10104102731","101041027","101",1
"10104102732","101041027","101",1
"10104102733","101041027","101",1
"10105153901","101051539","101",1
"10105153902","101051539","101",1
"10105153903","101051539","101",1
"10105153904","101051539","101",1
"10105153905","101051539","101",1
"10105153906","101051539","101",1
"10105153907","101051539","101",1
"10105153909","101051539","101",1
"10105153910","101051539","101",1
"10105153911","101051539","101",1
"10105153912","101051539","101",1
"10105153913","101051539","101",1
"10105153914","101051539","101",1
"10105153915","101051539","101",1
"10105153916","101051539","101",1
"10105153917","101051539","101",1
"10105153918","101051539","101",1
"10105153919","101051539","101",1
"10105153920","101051539","101",1
"10105153921","101051539","101",1
"10105153922","101051539","101",1
"10105153923","101051539","101",1
"10105153924","101051539","101",1
"10105153925","101051539","101",1
"10105153926","101051539","101",1
"10105153927","101051539","101",1
"10105153928","101051539","101",1
"10105153929","101051539","101",1
"10105153930","101051539","101",1
"10105153931","101051539","101",1
"10105153932","101051539","101",1
"10105153933","101051539","101",1
"10105153934","101051539","101",1
"10105153935","101051539","101",1
"10105153936","101051539","101",1
"10105153937","101051539","101",1
"10105153938","101051539","101",1
"10105153939","101051539","101",1
"10105153940","101051539","101",1
"10105153941","101051539","101",1
"10105153942","101051539","101",1
"10105153943","101051539","101",1
"10105153944","101051539","101",1
"10105153945","101051539","101",1
"10105153946","101051539","101",1
"10105153947","101051539","101",1
"10105153948","101051539","101",1
"10105153949","101051539","101",1
"10105153950","101051539","101",1
"10105153951","101051539","101",1
"10105153952","101051539","101",1
"10105153953","101051539","101",1
"10105153954","101051539","101",1
"10105153955","101051539","101",1
"10105153956","101051539","101",1
"10105153957","101051539","101",1
"10105153958","101051539","101",1
"10105153959","101051539","101",1
"10105153960","101051539","101",1
"10105153961","101051539","101",1
"10105153962","101051539","101",1
"10105153963","101051539","101",1
"10105153964","101051539","101",1
"10105153965","101051539","101",1
"10105153966","101051539","101",1
"10105153967","101051539","101",1
"10105153968","101051539","101",1
"10105153969","101051539","101",1
"10105153970","101051539","101",1
"10105154001","101051540","101",1
"10105154002","101051540","101",1
"10105154003","101051540","101",1
"10105154004","101051540","101",1
"10105154005","101051540","101",1
"10105154006","101051540","101",1
"10105154007","101051540","101",1
"10105154008","101051540","101",1
"10105154009","101051540","101",1
"10105154010","101051540","101",1
"10105154011","101051540","101",1
"10105154012","101051540","101",1
"10105154014","101051540","101",1
"10105154015","101051540","101",1
"10105154016","101051540","101",1
"10105154017","101051540","101",1
"10105154018","101051540","101",1
"10105154019","101051540","101",1
"10105154020","101051540","101",1
"10105154021","101051540","101",1
"10105154022","101051540","101",1
"10105154023","101051540","101",1
"10105154024","101051540","101",1
"10105154025","101051540","101",1
"10105154026","101051540","101",1
"10105154027","101051540","101",1
"10105154028","101051540","101",1
"10105154029","101051540","101",1
"10105154030","101051540","101",1
"10105154031","101051540","101",1
"10105154032","101051540","101",1
"10105154033","101051540","101",1
"10105154034","101051540","101",1
"10105154035","101051540","101",1
"10106154101","101061541","101",1
"10106154102","101061541","101",1
"10106154103","101061541","101",1
"10106154104","101061541","101",1
"10106154105","101061541","101",1
"10106154106","101061541","101",1
"10106154107","101061541","101",1
"10106154108","101061541","101",1
"10106154109","101061541","101",1
"10106154111","101061541","101",1
"10106154112","101061541","101",1
"10106154113","101061541","101",1
"10106154115","101061541","101",1
"10106154116","101061541","101",1
"10106154117","101061541","101",1
"10106154118","101061541","101",1
"10106154201","101061542","101",1
"10106154202","101061542","101",1
"10106154203","101061542","101",1
"10106154204","101061542","101",1
"10106154206","101061542","101",1
"10106154207","101061542","101",1
"10106154208","101061542","101",1
"10106154209","101061542","101",1
"10106154210","101061542","101",1
"10106154211","101061542","101",1
"10106154212","101061542","101",1
"10106154213","101061542","101",1
"10106154215","101061542","101",1
"10106154216","101061542","101",1
"10106154217","101061542","101",1
"10106154219","101061542","101",1
"10106154220","101061542","101",1
"10106154222","101061542","101",1
"10106154223","101061542","101",1
"10106154224","101061542","101",1
"10106154226","101061542","101",1
"10106154227","101061542","101",1
"10106154228","101061542","101",1
"10106154229","101061542","101",1
"10106154231","101061542","101",1
"10106154232","101061542","101",1
"10106154233","101061542","101",1
"10106154234","101061542","101",1
"10106154235","101061542","101",1
"10106154236","101061542","101",1
"10106154237","101061542","101",1
"10106154238","101061542","101",1
"10106154239","101061542","101",1
"10106154240","101061542","101",1
"10106154241","101061542","101",1
"10106154242","101061542","101",1
"10106154243","101061542","101",1
"10106154301","101061543","101",1
"10106154302","101061543","101",1
"10106154303","101061543","101",1
"10106154304","101061543","101",1
"10106154305","101061543","101",1
"10106154306","101061543","101",1
"10106154307","101061543","101",1
"10106154308","101061543","101",1
"10106154309","101061543","101",1
"10106154310","101061543","101",1
"10106154311","101061543","101",1
"10106154312","101061543","101",1
"10106154313","101061543","101",1
"10106154314","101061543","101",1
"10106154315","101061543","101",1
"10106154316","101061543","101",1
"10106154317","101061543","101",1
"10106154318","101061543","101",1
"10106154319","101061543","101",1
"10106154320","101061543","101",1
"10106154321","101061543","101",1
"10106154322","101061543","101",1
"10106154323","101061543","101",1
"10106154324","101061543","101",1
"10106154325","101061543","101",1
"10106154326","101061543","101",1
"10106154327","101061543","101",1
"10106154328","101061543","101",1
"10106154329","101061543","101",1
"10106154330","101061543","101",1
"10106154401","101061544","101",1
"10106154402","101061544","101",1
"10106154403","101061544","101",1
"10106154404","101061544","101",1
"10106154405","101061544","101",1
"10106154406","101061544","101",1
"10106154408","101061544","101",1
"10106154409","101061544","101",1
"10106154410","101061544","101",1
"10106154411","101061544","101",1
"10106154412","101061544","101",1
"10106154413","101061544","101",1
"10106154414","101061544","101",1
"10106154415","101061544","101",1
"10106154416","101061544","101",1
"10106154417","101061544","101",1
"10106154418","101061544","101",1
"10106154419","101061544","101",1
"10106154420","101061544","101",1
"10106154421","101061544","101",1
"10106154422","101061544","101",1
"10106154423","101061544","101",1
"10201102801","102011028","102",1
"10201102802","102011028","102",1
"10201102803","102011028","102",1
"10201102804","102011028","102",1
"10201102805","102011028","102",1
"10201102806","102011028","102",1
"10201102807","102011028","102",1
"10201102808","102011028","102",1
"10201102809","102011028","102",1
"10201102810","102011028","102",1
"10201102811","102011028","102",1
"10201102812","102011028","102",1
"10201102813","102011028","102",1
"10201102814","102011028","102",1
"10201102815","102011028","102",1
"10201102816","102011028","102",1
"10201102817","102011028","102",1
"10201102818","102011028","102",1
"10201102901","102011029","102",1
"10201102902","102011029","102",1
"10201102903","102011029","102",1
"10201102904","102011029","102",1
"10201102905","102011029","102",1
"10201102906","102011029","102",1
"10201102907","102011029","102",1
"10201102908","102011029","102",1
"10201102909","102011029","102",1
"10201102910","102011029","102",1
"10201102911","102011029","102",1
"10201102912","102011029","102",1
"10201102913","102011029","102",1
"10201102914","102011029","102",1
"10201102915","102011029","102",1
"10201102916","102011029","102",1
"10201102917","102011029","102",1
"10201102918","102011029","102",1
"10201102919","102011029","102",1
"10201102920","102011029","102",1
"10201102921","102011029","102",1
"10201102922","102011029","102",1
"10201102923","102011029","102",1
"10201102924","102011029","102",1
"10201102925","102011029","102",1
"10201102926","102011029","102",1
"10201102927","102011029","102",1
"10201102928","102011029","102",1
"10201103002","102011030","102",1
"10201103003","102011030","102",1
"10201103004","102011030","102",1
"10201103005","102011030","102",1
"10201103006","102011030","102",1
"10201103007","102011030","102",1
"10201103008","102011030","102",1
"10201103009","102011030","102",1
"10201103010","102011030","102",1
"10201103011","102011030","102",1
"10201103012","102011030","102",1
"10201103013","102011030","102",1
"10201103014","102011030","102",1
"10201103101","102011031","102",1
"10201103102","102011031","102",1
"10201103103","102011031","102",1
"10201103104","102011031","102",1
"10201103105","102011031","102",1
"10201103106","102011031","102",1
"10201103107","102011031","102",1
"10201103108","102011031","102",1
"10201103109","102011031","102",1
"10201103110","102011031","102",1
"10201103111","102011031","102",1
"10201103112","102011031","102",1
"10201103113","102011031","102",1
"10201103114","102011031","102",1
"10201103115","102011031","102",1
"10201103116","102011031","102",1
"10201103117","102011031","102",1
"10201103118","102011031","102",1
"10201103119","102011031","102",1
"10201103120","102011031","102",1
"10201103121","102011031","102",1
"10201103122","102011031","102",1
"10201103123","102011031","102",1
"10201103124","102011031","102",1
"10201103125","102011031","102",1
"10201103126","102011031","102",1
"10201103127","102011031","102",1
"10201103128","102011031","102",1
"10201103129","102011031","102",1
"10201103130","102011031","102",1
"10201103131","102011031","102",1
"10201103132","102011031","102",1
"10201103133","102011031","102",1
"10201103134","102011031","102",1
"10201103135","102011031","102",1
"10201103136","102011031","102",1
"10201103137","102011031","102",1
"10201103138","102011031","102",1
"10201103201","102011032","102",1
"10201103202","102011032","102",1
"10201103203","102011032","102",1
"10201103204","102011032","102",1
"10201103205","102011032","102",1
"10201103206","102011032","102",1
"10201103207","102011032","102",1
"10201103208","102011032","102",1
"10201103210","102011032","102",1
"10201103211","102011032","102",1
"10201103212","102011032","102",1
"10201103213","102011032","102",1
"10201103214","102011032","102",1
"10201103215","102011032","102",1
"10201103216","102011032","102",1
"10201103217","102011032","102",1
"10201103218","102011032","102",1
"10201103219","102011032","102",1
"10201103220","102011032","102",1
"10201103221","102011032","102",1
"10201103223","102011032","102",1
"10201103224","102011032","102",1
"10201103225","102011032","102",1
"10201103226","102011032","102",1
"10201103227","102011032","102",1
"10201103228","102011032","102",1
"10201103229","102011032","102",1
"10201103230","102011032","102",1
"10201103231","102011032","102",1
"10201103232","102011032","102",1
"10201103233","102011032","102",1
"10201103234","102011032","102",1
"10201103235","102011032","102",1
"10201103236","102011032","102",1
"10201103237","102011032","102",1
"10201103238","102011032","102",1
"10201103239","102011032","102",1
"10201103240","102011032","102",1
"10201103241","102011032","102",1
"10201103242","102011032","102",1
"10201103243","102011032","102",1
"10201103244","102011032","102",1
"10201103245","102011032","102",1
"10201103246","102011032","102",1
"10201103247","102011032","102",1
"10201103248","102011032","102",1
"10201103301","102011033","102",1
"10201103302","102011033","102",1
"10201103303","102011033","102",1
"10201103304","102011033","102",1
"10201103305","102011033","102",1
"10201103306","102011033","102",1
"10201103307","102011033","102",1
"10201103308","102011033","102",1
"10201103309","102011033","102",1
"10201103310","102011033","102",1
"10201103311","102011033","102",1
"10201103312","102011033","102",1
"10201103313","102011033","102",1
"10201103314","102011033","102",1
"10201103315","102011033","102",1
"10201103316","102011033","102",1
"10201103317","102011033","102",1
"10201103318","102011033","102",1
"10201103319","102011033","102",1
"10201103320","102011033","102",1
"10201103401","102011034","102",1
"10201103402","102011034","102",1
"10201103403","102011034","102",1
"10201103404","102011034","102",1
"10201103405","102011034","102",1
"10201103406","102011034","102",1
"10201103408","102011034","102",1
"10201103409","102011034","102",1
"10201103410","102011034","102",1
"10201103411","102011034","102",1
"10201103412","102011034","102",1
"10201103413","102011034","102",1
"10201103414","102011034","102",1
"10201103415","102011034","102",1
"10201103416","102011034","102",1
"10201103417","102011034","102",1
"10201103418","102011034","102",1
"10201103419","102011034","102",1
"10201103420","102011034","102",1
"10201103501","102011035","102",1
"10201103502","102011035","102",1
"10201103503","102011035","102",1
"10201103504","102011035","102",1
"10201103505","102011035","102",1
"10201103506","102011035","102",1
"10201103507","102011035","102",1
"10201103508","102011035","102",1
"10201103509","102011035","102",1
"10201103510","102011035","102",1
"10201103511","102011035","102",1
"10201103512","102011035","102",1
"10201103513","102011035","102",1
"10201103514","102011035","102",1
"10201103515","102011035","102",1
"10201103516","102011035","102",1
"10201103517","102011035","102",1
"10201103601","102011036","102",1
"10201103602","102011036","102",1
"10201103603","102011036","102",1
"10201103604","102011036","102",1
"10201103605","102011036","102",1
"10201103606","102011036","102",1
"10201103607","102011036","102",1
"10201103608","102011036","102",1
"10201103609","102011036","102",1
"10201103610","102011036","102",1
"10201103611","102011036","102",1
"10201103612","102011036","102",1
"10201103613","102011036","102",1
"10201103614","102011036","102",1
"10201103615","102011036","102",1
"10201103616","102011036","102",1
"10201103617","102011036","102",1
"10201103618","102011036","102",1
"10201103619","102011036","102",1
"10201103620","102011036","102",1
"10201103621","102011036","102",1
"10201103622","102011036","102",1
"10201103701","102011037","102",1
"10201103702","102011037","102",1
"10201103703","102011037","102",1
"10201103704","102011037","102",1
"10201103705","102011037","102",1
"10201103706","102011037","102",1
"10201103707","102011037","102",1
"10201103708","102011037","102",1
"10201103709","102011037","102",1
"10201103710","102011037","102",1
"10201103711","102011037","102",1
"10201103712","102011037","102",1
"10201103713","102011037","102",1
"10201103714","102011037","102",1
"10201103801","102011038","102",1
"10201103802","102011038","102",1
"10201103803","102011038","102",1
"10201103804","102011038","102",1
"10201103805","102011038","102",1
"10201103806","102011038","102",1
"10201103807","102011038","102",1
"10201103808","102011038","102",1
"10201103809","102011038","102",1
"10201103810","102011038","102",1
"10201103811","102011038","102",1
"10201103812","102011038","102",1
"10201103813","102011038","102",1
"10201103814","102011038","102",1
"10201103815","102011038","102",1
"10201103816","102011038","102",1
"10201103817","102011038","102",1
"10201103901","102011039","102",1
"10201103902","102011039","102",1
"10201103903","102011039","102",1
"10201103904","102011039","102",1
"10201103905","102011039","102",1
"10201103906","102011039","102",1
"10201103908","102011039","102",1
"10201103909","102011039","102",1
"10201103911","102011039","102",1
"10201103912","102011039","102",1
"10201103913","102011039","102",1
"10201103914","102011039","102",1
"10201103915","102011039","102",1
"10201103916","102011039","102",1
"10201103917","102011039","102",1
"10201103918","102011039","102",1
"10201103919","102011039","102",1
"10201103921","102011039","102",1
"10201103922","102011039","102",1
"10201103923","102011039","102",1
"10201103924","102011039","102",1
"10201103925","102011039","102",1
"10201103926","102011039","102",1
"10201103927","102011039","102",1
"10201103928","102011039","102",1
"10201103929","102011039","102",1
"10201103931","102011039","102",1
"10201103932","102011039","102",1
"10201103933","102011039","102",1
"10201103934","102011039","102",1
"10201103935","102011039","102",1
"10201103936","102011039","102",1
"10201104001","102011040","102",1
"10201104002","102011040","102",1
"10201104003","102011040","102",1
"10201104004","102011040","102",1
"10201104005","102011040","102",1
"10201104006","102011040","102",1
"10201104007","102011040","102",1
"10201104008","102011040","102",1
"10201104009","102011040","102",1
"10201104010","102011040","102",1
"10201104011","102011040","102",1
"10201104012","102011040","102",1
"10201104013","102011040","102",1
"10201104014","102011040","102",1
"10201104015","102011040","102",1
"10201104016","102011040","102",1
"10201104017","102011040","102",1
"10201104018","102011040","102",1
"10201104019","102011040","102",1
"10201104020","102011040","102",1
"10201104021","102011040","102",1
"10201104022","102011040","102",1
"10201104023","102011040","102",1
"10201104024","102011040","102",1
"10201104025","102011040","102",1
"10201104026","102011040","102",1
"10201104027","102011040","102",1
"10201104028","102011040","102",1
"10201104029","102011040","102",1
"10201104030","102011040","102",1
"10201104031","102011040","102",1
"10201104032","102011040","102",1
"10201104033","102011040","102",1
"10201104034","102011040","102",1
"10201104035","102011040","102",1
"10201104036","102011040","102",1
"10201104037","102011040","102",1
"10201104038","102011040","102",1
"10201104039","102011040","102",1
"10201104040","102011040","102",1
"10201104041","102011040","102",1
"10201104042","102011040","102",1
"10201104043","102011040","102",1
"10201104044","102011040","102",1
"10201104045","102011040","102",1
"10201104046","102011040","102",1
"10201104047","102011040","102",1
